,name,categories,address,city,postalCode,state,country,latitude,longitude,count,Rating,Review Count,Closed
20,Arby's,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Shops",8429 W Center Rd,Omaha,68124,Nebraska,US,41.233837,-96.04496,252,2.5,4,FALSE
21,Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",1808 Ashville Road,Leeds,35094,Alabama,US,33.56184,-86.52249,100,4,36,FALSE
22,Jack's,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",303 9th Ave SW,Lafayette,36862,Alabama,US,32.88285,-85.40805,57,2.5,3,FALSE
23,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",503 1st Ave W,Reform,35481,Alabama,US,33.38099,-88.02008,57,2.5,4,FALSE
24,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",302 W Bypass,Andalusia,36420,Alabama,US,31.30987,-86.49962,1219,3.5,2,FALSE
25,Krispy Krunchy Chicken,"Carry-out food,Service stations,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Convenience Stores,Spare rib restaurants,Restaurants",5356 Highway 67 S,Somerville,35670,Alabama,US,34.44567,-86.75545,39,5,1,FALSE
26,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",9433 Highway 431 S,Owens Cross Roads,35763,Alabama,US,34.57064,-86.44759,1219,5,1,FALSE
27,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",505 E Cumming Avenue,Opp,36467,Alabama,US,31.28001,-86.25011,453,2,4,FALSE
28,Kfc,"Carry-out food,Caterers,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue,Chicken Restaurants,Spare rib restaurants,Catering,Restaurants",910 2nd Ave E,Oneonta,35121,Alabama,US,33.95433,-86.46733,69,1.5,3,FALSE
29,Pizza Hut,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",639 Northgate Dr NW,Arab,35016,Alabama,US,34.33266,-86.50455,474,2.5,8,FALSE
30,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",1624 Temple Ave N,Fayette,35555,Alabama,US,33.70698,-87.82406,474,1.5,4,TRUE
31,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",6707 Highway 431 S Ste 104,Owens Cross Roads,35763,Alabama,US,34.65901,-86.48167,1219,3,3,FALSE
32,Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Family style restaurants,Hamburgers and Hot Dogs,Breakfast Brunch & Lunch Restaurants",7290 Us Highway 43,Guin,35563,Alabama,US,33.96641,-87.91083,57,3.5,3,FALSE
33,Carl's Jr.,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",9400 Grand Bay Wilmer Rd S,Grand Bay,36541,Alabama,US,30.49509,-88.33755,205,1.5,11,FALSE
34,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",890 Odum Road,Gardendale,35071,Alabama,US,33.64677,-86.8234,784,2,9,FALSE
35,Sonic Drive-In,"Carry Out Food,American Restaurants,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1020 Decatur HWay,Gardendale,35071,Alabama,US,33.65271,-86.8105,285,2,14,FALSE
36,McDonald's,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",704 Highway 28 W,Livingston,35470,Alabama,US,32.6243,-88.20632,784,2,20,FALSE
37,Pizza Hut,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",423 Highway 28 W,Livingston,35470,Alabama,US,32.62111,-88.1965,474,2.5,4,TRUE
38,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",720 Main St NE,Hanceville,35077,Alabama,US,34.07124,-86.77643,1219,5,1,FALSE
39,Jack's,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",1108 21st Street,Haleyville,35565,Alabama,US,34.2277,-87.62024,57,2,3,FALSE
40,Kfc,"Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants",7909 Crestwood Boulevard,Birmingham,35210,Alabama,US,33.53055,-86.71381,69,1.5,8,FALSE
41,Church's Chicken,"Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",325 S Eufaula Avenue,Eufaula,36027,Alabama,US,31.89056,-85.14549,63,2.5,2,FALSE
42,Arby's,"Fast Food Restaurants,Restaurants,Sandwich Shops",113 Will Garrett Road,Toomsuba,39364,Mississippi,US,32.4116,-88.50533,252,3,1,FALSE
43,Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",930 N Washington Street,Livingston,35470,Alabama,US,32.60197,-88.18293,285,1.5,5,FALSE
44,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",5375 Highway 68 W,Collinsville,35961,Alabama,US,34.267956,-85.86197,57,3,9,FALSE
45,Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",1655 W Main Street,Centre,35960,Alabama,US,34.15898,-85.70809,285,3,2,FALSE
46,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",650 Cedar Bluff Road,Centre,35960,Alabama,US,34.16017,-85.6682,784,2,9,FALSE
47,Jack's,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",801 Us Highway 80 W,Demopolis,36732,Alabama,US,32.49789,-87.84711,57,3,6,FALSE
48,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",55 Birmingham Road,Centreville,35042,Alabama,US,32.950325,-87.11924,57,3.5,9,FALSE
49,Sonic Drive-In,"Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",45 Lakeview Circle,Atmore,36502,Alabama,US,31.106,-87.47561,285,3,2,FALSE
50,Jack's,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",202 Memorial Pkwy NE,Aliceville,35442,Alabama,US,33.12734,-88.14985,57,2.5,4,FALSE
51,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",5707 Veterans Memorial Drive,Adamsville,35005,Alabama,US,33.60968,-86.96368,57,2,5,FALSE
52,Arby's,"Fast Food Restaurants,Restaurants",160 Vaughan Lane,Pell City,35125,Alabama,US,33.60972,-86.28005,252,3.5,7,FALSE
53,Dairy Queen,"Carry Out Food,Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants",1104 2nd Ave E,Oneonta,35121,Alabama,US,33.95857,-86.46367,329,2.5,3,FALSE
54,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",18 Big Valley Drive,Alexandria,36250,Alabama,US,33.78078,-85.89649,57,3,2,FALSE
55,Arby's,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",7750 Airport Boulevard,Mobile,36608,Alabama,US,30.68421,-88.22378,252,3.5,8,FALSE
56,Whataburger,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",100 N Craft HWay,Mobile,36611,Alabama,US,30.76164,-88.07332,40,3,12,FALSE
57,Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants",5192 Caldwell Mill Road,Birmingham,35244,Alabama,US,33.3848,-86.73919,529,2.5,9,FALSE
58,Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",136 Marketplace Cir Ste C,Calera,35040,Alabama,US,33.15574,-86.74734,474,2,11,FALSE
59,Jack's,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",113 Greenhill Blvd NW,Fort Payne,35967,Alabama,US,34.46644,-85.70053,57,2,4,FALSE
60,Sonic Drive-In,"Carry Out Food,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",208 Main Saint E,Rainsville,35986,Alabama,US,34.49215,-85.84452,285,5,1,FALSE
61,Pizza Hut,"Pizza,Carry-out food,Restaurant,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",200 Main St W Ste 102,Rainsville,35986,Alabama,US,34.4957,-85.84983,474,3.5,6,FALSE
62,Subway,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",1003 Highway 231 S,Troy,36081,Alabama,US,31.78473,-85.96336,1219,3.5,3,FALSE
63,Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",3029 Allison Bonnett Memorial Dr Ste 109,Bessemer,35023,Alabama,US,33.45073,-86.97938,474,2,12,FALSE
64,Jack's,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",2181 Highway 78,Dora,35062,Alabama,US,33.75616,-87.06325,57,2.5,8,FALSE
65,Jack's,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",80 Highway 195,Jasper,35503,Alabama,US,33.85424,-87.28822,57,2.5,3,FALSE
66,Taco Bell,"Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants",2885 Memorial Pkwy NW,Huntsville,35810,Alabama,US,34.76119,-86.59108,529,3.5,3,FALSE
67,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",6212A Old Madison Pike NW,Huntsville,35806,Alabama,US,34.713165,-86.65868,1219,3.5,7,FALSE
68,Subway,"Delis And Delicatessens,Restaurant,wich Place,Fast Food Restaurants,Take Out Restaurants,Sandwich Place,Restaurants,Sandwich Shops",6140 University Dr NW,Huntsville,35806,Alabama,US,34.74619,-86.67575,1219,2,3,FALSE
69,Chick-Fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",3711 Us Highway 431 S,Phenix City,36869,Alabama,US,32.42211,-85.03987,76,3.5,15,FALSE
70,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",3709 Highway 280 431 N,Phenix City,36867,Alabama,US,32.49808,-85.04433,784,1.5,7,FALSE
71,Wendy's,"Carry Out Food,Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1707 Wynnton Road,Columbus,31906,Georgia,US,32.46804,-84.96781,313,1,4,FALSE
72,Jimmy John's,"Sandwich Shops,Fast Food Restaurants",2808 Avenue S,Birmingham,35218,Alabama,US,33.505974,-86.89299,154,3,10,TRUE
73,Jimmy John's,"Carry-out food,Restaurant,Caterers,Delicatessens,Fast Food Restaurant,American restaurants,Gourmet shop restaurants,wich Place,Food Delivery Service,Restaurants,Sandwich Shops",2808 7th Ave S Ste 113,Birmingham,35233,Alabama,US,33.51169,-86.78845,154,2.5,9,FALSE
74,Carl's Jr.,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1449 Montgomery HWay,Birmingham,35216,Alabama,US,33.41926,-86.80079,205,4,12,FALSE
75,Church's Chicken,"Carry-out food,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",1077 Highway 119,Alabaster,35007,Alabama,US,33.23687,-86.81286,63,2.5,4,FALSE
76,Pizza Hut,"Pizza,Carry-out food,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Pizza Place,Restaurants",634 1st St N Ste 200,Alabaster,35007,Alabama,US,33.25046,-86.81478,474,2.5,3,FALSE
77,Burger King,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",5076 Highway 31,Calera,35040,Alabama,US,33.14812,-86.74937,453,2,2,FALSE
78,Taco Bell,"Carry Out Food,Mexican Restaurants,Fast Food Restaurants,Restaurants",1740 Gunter Avenue,Guntersville,35976,Alabama,US,34.34134,-86.30938,529,1.5,10,FALSE
79,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",1407 6th Ave SE,Decatur,35601,Alabama,US,34.58542,-86.98081,1219,1.5,5,FALSE
80,Chick-fil-A,"Carry Out Food,Carry-out food,Caterers,American Restaurant,American restaurants,Fast Food Restaurants,Caterer,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Catering,Chicken restaurants,Food and Beverage Services,Sandwich Shops",1809 Beltline Rd SW,Decatur,35601,Alabama,US,34.57165,-87.01462,100,3.5,13,FALSE
81,Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich shops,wich Place,Sandwiches,Sandwich Place,Food,Sandwich Shops",2812 Spring Ave SW Ste G,Decatur,35603,Alabama,US,34.55496,-86.99725,38,3,5,FALSE
82,Jack's,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",3041 Highway 20,Decatur,35601,Alabama,US,34.62039,-87.05281,57,2,14,FALSE
83,Krystal,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1817 6th Ave SE,Decatur,35601,Alabama,US,34.57586,-86.97611,27,2,12,FALSE
84,Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs,Family Restaurants,Burger Joint and Fast Food Restaurant",1225 Beltline Rd SW,Decatur,35601,Alabama,US,34.56185,-87.00769,57,2.5,7,FALSE
85,Dairy Queen,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",1654 Beltline Rd SW,Decatur,35601,Alabama,US,34.56784,-87.01125,329,1.5,4,TRUE
86,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",5 N Pointe Pkwy Ste F,Enterprise,36330,Alabama,US,31.33653,-85.85576,1219,2,2,FALSE
87,Carl's Jr.,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",2627 S Oates Street,Dothan,36301,Alabama,US,31.18926,-85.40099,205,5,4,FALSE
88,Burger King,"Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1165 Ross Clark Circle,Dothan,36301,Alabama,US,31.21224,-85.36109,453,2.5,5,FALSE
89,Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",1067 Ross Clark Circle,Dothan,36303,Alabama,US,31.21805,-85.35983,285,3.5,7,FALSE
90,Moe's Southwest Grill,"American Restaurants,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",1130 University Blvd Ste B1,Tuscaloosa,35401,Alabama,US,33.21097,-87.55278,73,2,6,FALSE
91,Burger King,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",3808 Mcfarland Blvd E,Tuscaloosa,35405,Alabama,US,33.17378,-87.52549,453,1,10,FALSE
92,Moe's Southwest Grill,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Family style restaurants,Catering",2312 Mcfarland Blvd E,Tuscaloosa,35404,Alabama,US,33.18941,-87.52625,73,3,19,FALSE
93,Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",1703 S College Street,Auburn,36832,Alabama,US,32.57246,-85.49903,285,1.5,34,FALSE
94,Firehouse Subs,"Carry-out food,Restaurant,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",935 Us Highway 72 E Ste A,Athens,35611,Alabama,US,34.7881,-86.96264,38,4,5,FALSE
95,Subway,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops",100 US Highway 31 S Ste N,Athens,35611,Alabama,US,34.80086,-86.9526,1219,1,1,FALSE
96,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",1720 Hamric Dr E Ste 1,Oxford,36203,Alabama,US,33.61477,-85.80492,270,3,11,FALSE
97,Jack's,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",609 Snow Street,Oxford,36203,Alabama,US,33.61567,-85.82607,57,2.5,7,FALSE
98,Jimmy John's,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Catering,Restaurants,Sandwich Shops",107 Arnold St NW,Cullman,35055,Alabama,US,34.17945,-86.84606,154,5,1,FALSE
99,Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,Food and Beverage,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs",1641 Main Ave SW,Cullman,35055,Alabama,US,34.15977,-86.84812,57,4.5,3,FALSE
100,Subway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",1705 Cherokee Ave SW,Cullman,35055,Alabama,US,34.15758,-86.83748,1219,5,1,FALSE
101,Panda Express,"Asian Restaurants,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants",5505 Al Highway 157,Cullman,35058,Alabama,US,34.20643,-86.86648,108,3,18,FALSE
102,Subway,"Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",1912 Al Highway 157,Cullman,35058,Alabama,US,34.19863,-86.80401,1219,5,1,FALSE
