,name,categories,address,city,postalCode,state,country,latitude,longitude,count,Rating,Review Count,Closed
287,Jack in the Box,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",550 W Valencia Road,Tucson,85706,Arizona,US,32.13438,-110.97733,120,1.5,8,FALSE
288,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Restaurants,Pizza,Pizza Place Village of Tampa,Restaurant,Pizza Place,Catering",1727 W Fletcher Ave,Tampa,33612,Florida,US,28.0697,-82.4765,474,2,6,FALSE
289,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",879 N Boulevard,Coolidge,85128,Arizona,US,32.98579,-111.5236,1219,2,4,FALSE
290,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1710 S Greenfield Road,Mesa,85206,Arizona,US,33.38387,-111.74014,453,1.5,7,FALSE
291,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",1628 Broadway,Eureka,95501,California,US,40.7926,-124.1789,1219,2.5,8,FALSE
292,Domino's Pizza,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",3312 S 6th Avenue,Tucson,85713,Arizona,US,32.18563,-110.96846,270,2,12,FALSE
293,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",7090 E 22nd Street,Tucson,85710,Arizona,US,32.20591,-110.84147,784,2,39,FALSE
294,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",9075 E Tanque Verde Road,Tucson,85749,Arizona,US,32.25841,-110.79842,784,2.5,32,FALSE
295,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",7006 E Golf Links Road,Tucson,85730,Arizona,US,32.1918,-110.8428,453,1.5,17,FALSE
296,Del Taco,"Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",7519 Laguna Blvd,Elk Grove,95758,California,US,38.424,-121.4152,30,3,101,FALSE
297,Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,autos,Sandwich Place,Restaurants,Sandwich Shops",1301 E Houston Ave,Visalia,93292,California,US,36.3418,-119.2789,1219,2.5,3,FALSE
298,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",21 W Lodi Ave,Lodi,95240,California,US,38.1305,-121.2735,474,2,43,TRUE
299,Jimmy John's,"Fast Food Restaurant,wich Place,Fast Food Restaurants,Sandwich Shops",2805 W Agua Fria Fwy Ste 4,Phoenix,85027,Arizona,US,33.66662,-112.12093,154,3,72,FALSE
300,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Restaurants,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",108 Joshua M Freeman Blvd,Ranson,25438,West Virginia,US,39.3204,-77.8514,784,1.5,23,FALSE
301,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",350 N 67th Avenue,Phoenix,85043,Arizona,US,33.45197,-112.20403,453,1.5,17,FALSE
302,Church's Chicken,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",3970 E 22nd Street,Tucson,85711,Arizona,US,32.20655,-110.90758,63,2,18,FALSE
303,Wendy's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",7860 E Wrightstown Road,Tucson,85715,Arizona,US,32.25029,-110.82494,313,3,20,FALSE
304,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",517 W Bremer Ave,Waverly,50677,Iowa,US,42.7254,-92.4775,1219,4.5,3,FALSE
305,Subway,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",517 W Monroe St,Delphi,46923,Indiana,US,40.586,-86.6799,1219,5,1,FALSE
306,Church's Chicken,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants",6730 W Mcdowell Road,Phoenix,85035,Arizona,US,33.46623,-112.20472,63,1.5,13,FALSE
307,Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants",5825 S 35th Avenue,Phoenix,85041,Arizona,US,33.39327,-112.13296,529,1.5,14,FALSE
308,Church's Chicken,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",7451 W Indian School Road,Phoenix,85033,Arizona,US,33.49432,-112.22028,63,2,9,FALSE
309,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops",9128 South Cicero Avenue,Oak Lawn,60453,Illinois,US,41.7268,-87.7415,784,2,34,FALSE
310,Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint",4500 Highway 58,Chattanooga,37416,Tennessee,US,35.0842,-85.1983,313,1.5,10,FALSE
311,Krystal,"Hamburgers & Hot Dogs,Restaurant,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Hamburgers,Restaurants",163 Flash Foods Dr,Brunswick,31523,Georgia,US,31.1359,-81.5726,27,2,32,FALSE
312,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",6003 Newberry Rd,Gainesville,32605,Florida,US,29.6591,-82.4072,784,2,45,FALSE
313,Checkers,"Restaurants,Fast Food,Hamburgers,Traditional American,Chicken,Sandwich Shops",520 N. Courtenay Pkwy.,Merritt Island,32953,Florida,US,28.3653,-80.6999,43,2.5,18,FALSE
314,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Spare rib restaurants,Catering",13789 Walsingham Rd,Largo,33774,Florida,US,27.8808,-82.8293,474,2.5,13,FALSE
315,KFC,"Fast Food,Chicken,Restaurants",7103 Seminole Boulevard,Seminole,33772,Florida,US,27.837,-82.7867,376,2,36,FALSE
316,Arby's,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",1392 W Elliot Road,Tempe,85284,Arizona,US,33.34952,-111.96258,252,3,28,FALSE
317,Pizza Hut,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",109 N Boulevard,Coolidge,85128,Arizona,US,32.97788,-111.52369,474,2,14,FALSE
318,Burger King,Fast Food,3605 East 18th St,Antioch,94509,California,US,38.0055,-121.7557,453,1.5,16,TRUE
319,BLIMPIE,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",4328 E Chandler Boulevard,Phoenix,85048,Arizona,US,33.30584,-111.98953,17,4.5,38,FALSE
320,Del Taco,"Fast Food Restaurant,Restaurants",30607 Temecula Pkwy,Temecula,92592,California,US,33.4758,-117.1271,30,2,156,FALSE
321,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",3385 Buford Hwy,Atlanta,30329,Georgia,US,33.8433,-84.3276,529,1.5,28,FALSE
322,Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Karaoke,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Sandwich shops,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Catering,Sandwich Shops",1888 W Main St,Troy,45373,Ohio,US,40.0556,-84.2404,154,3,5,FALSE
323,Charley's Grilled Subs,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",6305 E 22nd Street,Tucson,85710,Arizona,US,32.20715,-110.8567,20,3,1,TRUE
324,Wienerschnitzel,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants",3460 N Oracle Road,Tucson,85705,Arizona,US,32.26927,-110.97755,15,2.5,22,FALSE
325,Dairy Queen,"Fast Food,Ice Cream Parlors",117 E McKinley,Mishawaka,46545,Indiana,US,41.6801,-86.1806,329,1,17,FALSE
326,Burger King,"Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",903 Spruce St,Dowagiac,49047,Michigan,US,41.9835,-86.1233,453,2,4,FALSE
327,Pizza Hut,"Italian Restaurant,Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",7847 Tylersville Rd,West Chester,45069,Ohio,US,39.3514,-84.364,474,2,7,FALSE
328,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Food & Entertainment,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",6000 N 2nd St,Loves Park,61111,Illinois,US,42.3175,-89.0584,784,1,3,FALSE
329,Chick-fil-A,"Fast Food,Chicken,Catering,Family Style Dining,Food Delivery,Breakfast",235 S Route 83,Elmhurst,60126,Illinois,US,41.8925,-87.9617,100,3.5,76,FALSE
330,Panera Bread,"Breakfast,Bagels,Catering Companies,Food Delivery,Fast Food Restaurants,Fast Food,Restaurants,Restaurant,Traditional American,Coffeehouses,Traditional American Restaurants,Bakeries,Catering,Sandwich Shops",1191 East Ogden Avenue,Naperville,60563,Illinois,US,41.7961,-88.1242,140,3,112,FALSE
331,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",802 W University Ave,Urbana,61801,Illinois,US,40.1167,-88.2176,1219,3,2,FALSE
332,Panda Express,"Asian Restaurants,Restaurant,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Chinese,Restaurants",1701 John F Kennedy Blvd,Philadelphia,19103,Pennsylvania,US,39.9541,-75.1685,108,3,19,FALSE
333,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",1315 S Watson Road,Buckeye,85326,Arizona,US,33.43441,-112.55611,453,1.5,28,FALSE
334,Subway,"Delis And Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",3451 Tamiami Trl E,Naples,34112,Florida,US,26.1239,-81.76,1219,3,3,FALSE
335,Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",4457 Austin Bluff Parkway,Colorado Springs,80918,Colorado,US,38.8958,-104.7483,285,2,19,FALSE
336,Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",4908 S Power Road,Mesa,85212,Arizona,US,33.32619,-111.68721,100,3.5,118,FALSE
337,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",12780 South Highway 33,Gustine,95322,California,US,37.1038,-121.0153,529,2,63,FALSE
338,Subway,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",21 S Signal Butte Rd Ste 103,Apache Junction,85120,Arizona,US,33.41465,-111.59745,1219,2.5,5,FALSE
339,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",6555 E Southern Avenue,Mesa,85206,Arizona,US,33.3938,-111.68931,1219,2,13,FALSE
340,Round Table Pizza,"Carry-out food,Pizza Restaurants,Take Out,Restaurant delivery service,Caterers,American restaurants,Fast Food,Take Out Restaurants,Banquet Halls & Reception Facilities,Home delivery beer and beverages,Banquet Facilities,Restaurants,Italian Restaurants,Restaurant Menus,Pizza,Restaurant,Family style restaurants,Pizza Place,Food & Beverage Delivery Services,Catering",5385 Camden Ave,San Jose,95124,California,US,37.2413,-121.9047,18,2.5,49,FALSE
341,BLIMPIE,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",268 W Fry Boulevard,Sierra Vista,85635,Arizona,US,31.55389,-110.30154,17,4,73,FALSE
342,Little Caesars Pizza,"Pizza,Carry-out food,Restaurant,American restaurants,Fast Food,Take Out Restaurants,Restaurants",4844 S Val Vista Dr Ste 104,Gilbert,85298,Arizona,US,33.26244,-111.75561,12,2,21,FALSE
343,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Retail optical goods,Hot dog restaurants,Hamburger restaurants,Karaoke,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops",7138 E Us Highway 60,Gold Canyon,85118,Arizona,US,33.35921,-111.46936,784,1.5,37,FALSE
344,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",8849 N 7th Street,Phoenix,85020,Arizona,US,33.5657,-112.06463,784,1.5,43,FALSE
345,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",7575 W Lower Buckeye Road,Phoenix,85043,Arizona,US,33.42104,-112.22302,784,1.5,4,FALSE
346,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",4019 E Chandler Boulevard,Phoenix,85048,Arizona,US,33.30473,-111.99509,784,1.5,47,FALSE
347,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",4750 E Warner Road,Phoenix,85044,Arizona,US,33.33115,-111.98147,784,2,48,FALSE
348,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Fast Food Restaurants,Take Out Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",5255 S Power Road,Mesa,85212,Arizona,US,33.32025,-111.6862,784,1.5,102,FALSE
349,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",3434 W Union Hills Drive,Phoenix,85027,Arizona,US,33.65509,-112.13346,784,1.5,66,FALSE
350,McDonald's,"Carry Out Food,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",3207 W Indian School Road,Phoenix,85017,Arizona,US,33.49481,-112.12793,784,1,24,FALSE
351,McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",2824 N Pinal Avenue,Casa Grande,85122,Arizona,US,32.93951,-111.75586,784,3,12,FALSE
352,Jack's,"Breakfast Brunch and Lunch Restaurants,Burger Joint,Carry-out food,Hot dog restaurants,American restaurants,Family style restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",1421 Winchester Rd NE,Huntsville,35811,Alabama,US,34.8058,-86.5198,57,2.5,8,FALSE
353,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",10810 Baltimore Avenue,Beltsville,20705,Maryland,US,39.0322,-76.9121,529,2.5,19,FALSE
354,Taco Bell,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",1341 N. Opdyke Rd.,Auburn Hills,48326,Michigan,US,42.6598,-83.2463,529,2,25,FALSE
355,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",2625 SW State Street,Ankeny,50021,Iowa,US,41.7038,-93.621,784,2,26,FALSE
356,Wendy's,Fast Food,3805 E Gordon Dr,Sioux City,51106,Iowa,US,42.4853,-96.3579,313,3,2,FALSE
357,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Sandwich Place Belmont,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",528 Wilmington Ave,Dayton,45420,Ohio,US,39.7333,-84.1591,1219,2.5,3,FALSE
358,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",3450 N Glassford Hill Road,Prescott Valley,86314,Arizona,US,34.601933,-112.32638,1219,4,4,FALSE
359,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",3431 N Stockton Hill Road,Kingman,86409,Arizona,US,35.32279,-114.03095,784,2.5,38,FALSE
360,Jersey Mike's Subs,"Sandwich Shops,Delicatessens,Fast Food Restaurants,Restaurants,Take Out Restaurants",1325 W Elliot Road,Tempe,85284,Arizona,US,33.34856,-111.95962,69,3.5,33,FALSE
361,Jack in the Box,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",901 E Curry Road,Tempe,85281,Arizona,US,33.43989,-111.92597,120,2,15,FALSE
362,Long John Silver's,"Fast Food Restaurants,Restaurants",8301 W Peoria Avenue,Peoria,85345,Arizona,US,33.58175,-112.23672,39,2.5,9,FALSE
363,Long John Silver's,"Fast Food Restaurants,Restaurants",6645 W Happy Valley Road,Glendale,85310,Arizona,US,33.71117,-112.20255,39,2,19,FALSE
364,Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Restaurants",415 Easton Rd,Horsham,19044,Pennsylvania,US,40.1801,-75.131,313,2,35,FALSE
365,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",1250 S Country Club Drive,Mesa,85210,Arizona,US,33.39237,-111.84065,784,2,58,FALSE
366,Panera Bread,"Breakfast,Food Delivery,Fast Food,Take Out Restaurants,Health Food Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",2370 SW College Road,Ocala,34471,Florida,US,29.1693,-82.1625,140,2.5,28,FALSE
367,Dairy Queen,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",2020 S Casino Drive,Laughlin,89029,Nevada,US,35.16116,-114.57465,329,3.5,25,FALSE
368,KFC,"Fast Food,Chicken,Restaurants",3102 College Avenue East,Ruskin,33570,Florida,US,27.7136,-82.3936,376,3,19,FALSE
369,Domino's Pizza,"Pizza,Restaurant,American Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,American Restaurant and Pizza Place,Pizza Place,Restaurants",3904 Skyline Blvd,Cape Coral,33914,Florida,US,26.5799,-81.9912,270,3.5,16,TRUE
370,Waffle House,"Restaurant,Fast Food Restaurant,Breakfast Brunch and Lunch Restaurants,,Diners,Diner,Restaurants",1039 Space Center Dr,Colorado Springs,80915,Colorado,US,38.8469,-104.7217,103,3,27,FALSE
371,Round Table Pizza,"Carry-out food,Caterers,Restaurant delivery service,American,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Pizza,Banquet Rooms,Restaurant,Family style restaurants,Reception Centers,Pizza Place,Catering,Banquet facilities",3253 Stevens Creek Blvd,San Jose,95117,California,US,37.3235,-121.9545,18,4,107,FALSE
372,McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",6335 E Greenway Road,Scottsdale,85254,Arizona,US,33.62542,-111.94382,784,2,41,FALSE
373,Charley's Grilled Subs,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",7071 N 138th Ave Bldg 1540,Glendale,85307,Arizona,US,33.534878,-112.32674,20,3,14,FALSE
374,Moe's Southwest Grill,"Restaurant,Caterers,Southwestern restaurants,Family style restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants",5406 Sunrise Blvd,Citrus Heights,95610,California,US,38.6643,-121.272,73,5,1,FALSE
375,Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants",6645 W Happy Valley Road,Glendale,85310,Arizona,US,33.71117,-112.20255,529,2,41,FALSE
376,Pizza Hut,"Pizza,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",106 S Fremont Street,Shenandoah,51601,Iowa,US,40.76579,-95.38519,474,1,4,FALSE
377,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",1 1st Ave SE,Oelwein,50662,Iowa,US,42.67841,-91.91185,784,2.5,3,FALSE
378,In-N-Out Burger,"Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Restaurants",1342 S Alma School Rd,Mesa,85210,Arizona,US,33.3901,-111.8577,15,3.5,118,FALSE
379,Taco Bell,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",2663 E Broadway Rd.,Mesa,85204,Arizona,US,33.4077,-111.7732,529,3.5,15,FALSE
380,Pizza Hut,"Pizza,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",1075 Whitlock Ave SW,Marietta,30064,Georgia,US,33.9516,-84.5802,474,3,6,FALSE
381,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",105 N Western Street,Lake Mills,50450,Iowa,US,43.41988,-93.53664,1219,3,2,FALSE
382,Charley's Grilled Subs,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",274 W Hickman Road,Waukee,50263,Iowa,US,41.614883,-93.83493,20,3.5,10,FALSE
383,Taco Bell,"Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants",1300 W 18th St S,Newton,50208,Iowa,US,41.6873,-93.07621,529,1.5,7,FALSE
384,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",205 Easton Rd,Horsham,19044,Pennsylvania,US,40.175,-75.1287,784,1.5,21,FALSE
385,Panera Bread,"Restaurant,Breakfast,Traditional American,Fast Food,Coffeehouses,Bakeries,Bagel Shops,Catering,Restaurants,Sandwich Shops",2101 North Federal Highway,Pompano Beach,33062,Florida,US,26.2571,-80.1013,140,2.5,60,TRUE
386,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",2050 State Rte 60 E,Valrico,33594,Florida,US,27.9384,-82.2532,784,2.5,13,FALSE
387,Quiznos,"Delis And Delicatessens,Restaurant,American Restaurants,Caterers,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Catering,Restaurants,Sandwich Shops,Deli Bodega",3225 34th St N,Saint Petersburg,33713,Florida,US,27.8015,-82.679,52,3,8,TRUE
388,Moe's Southwest Grill,"Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurant mgmt.,Restaurants,Mexican Restaurant,Restaurant consultants,Family style restaurants,Catering",4683 Park Blvd N,Pinellas Park,33781,Florida,US,27.8393,-82.6977,73,2,31,FALSE
389,Boston Market,"Restaurant,Carry-out food,American Restaurant,Fast Food Restaurant,Traditional American,American restaurants,Karaoke,Chicken,Catering,Restaurants",4380 Forest Hill Blvd,West Palm Beach,33406,Florida,US,26.6512,-80.1109,19,2.5,14,FALSE
390,Quiznos,"Delis And Delicatessens,American Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Catering,Restaurants,Sandwich Shops",551 Cassat Ave,Jacksonville,32254,Florida,US,30.3184,-81.7307,52,3,9,FALSE
391,Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Karaoke,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Catering,Sandwich Shops",1111 SE Port St Lucie Blvd,Port Saint Lucie,34952,Florida,US,27.2719,-80.3176,154,3.5,16,FALSE
392,Chick-fil-A,"Carry-out food,Breakfast,Food Delivery,American restaurants,Fast Food,Restaurants,Barbecued poultry,Family Style Dining,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",5560 Okeechobee Rd,Fort Pierce,34947,Florida,US,27.4188,-80.3813,100,3,31,FALSE
393,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",714 Liberty Street,Pella,50219,Iowa,US,41.40544,-92.91674,1219,1,1,FALSE
394,Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",1029 Main Street,Keokuk,52632,Iowa,US,40.40032,-91.38791,1219,4,5,FALSE
395,Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",3300 9th St SE,Altoona,50009,Iowa,US,41.65844,-93.50074,453,1,3,FALSE
396,Arby's,"Carry-out food,Seafood restaurants,American restaurants,Fast Food Restaurants,Karaoke,Restaurants,Sandwich Shops",3501 Highway 71,Spirit Lake,51360,Iowa,US,43.40694,-95.12616,252,1,1,FALSE
397,Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants",702 A Ave W,Oskaloosa,52577,Iowa,US,41.29596,-92.65236,529,1,2,FALSE
398,Jimmy John's,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurants",1500 NW 86th Street,Clive,50325,Iowa,US,41.60481,-93.73664,154,3.5,3,FALSE
399,Jimmy John's,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",3918 Fleur Drive,Des Moines,50321,Iowa,US,41.54852,-93.64542,154,2.5,11,FALSE
400,Burger King,"Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Karaoke,Fast Food,Restaurants",13392 Perdido Key Dr,Pensacola,32507,Florida,US,30.3185,-87.4249,453,2,18,FALSE
401,Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants",750 Marion Boulevard,Marion,52302,Iowa,US,42.02738,-91.61915,529,3,8,FALSE
402,Wendy's,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",8700 Richmond Hwy,Alexandria,22309,Virginia,US,38.7215,-77.1245,313,2,33,FALSE
403,Culver's,"Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Burger Joint,Restaurant,Ice Cream and Frozen Desserts,Fast Food Restaurant, Burger Joint, and Ice Cream Shop,Fast Food Restaurant,Hamburgers and Hot Dogs",5369 Bay Rd,Saginaw,48604,Michigan,US,43.4854,-83.9756,39,4,18,FALSE
404,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",3232 Utica Ridge Rd Ste 2,Bettendorf,52722,Iowa,US,41.55537,-90.51805,270,3.5,8,FALSE
