,name,categories,address,city,postalCode,state,country,latitude,longitude,count,Rating,Review Count,Closed
1000,Wendy's,Fast Food,1782 South Broadway,Geneva,44041,Ohio,US,41.7722,-80.9461,313,2.0,5,False
1001,Dairy Queen,"Ice Cream Parlors,Carry-out food,Restaurant,American restaurants,Ice Cream Store,Fast Food,Restaurants",1009 Main St,Conneaut,44030,Ohio,US,41.9371,-80.5808,329,5.0,3,False
1002,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",226 Broad St,Conneaut,44030,Ohio,US,41.9435,-80.5559,270,1.0,1,False
1003,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",726 Scioto St,Urbana,43078,Ohio,US,40.1074,-83.7366,474,3.5,5,False
1004,Wendy's,"Burger Joint,Fast Food Restaurant,Fast Food",12498 Old US Route 35 NW,Jeffersonville,43128,Ohio,US,39.6187,-83.6043,313,4.0,5,False
1005,Subway,"Delis And Delicatessens,Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",657 W Main St,Blanchester,45107,Ohio,US,39.2899,-83.9982,1219,3.5,3,False
1006,Bob Evans,"American Restaurants,Restaurant,Breakfast,Family Style Dining,Fast Food Restaurants,Family Style Restaurants,Restaurants",1075 E Side Dr,Wilmington,45177,Ohio,US,39.4464,-83.81299999999999,40,2.0,20,False
1007,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Chicken,Pizza Place,Restaurants,Pizza Place and Fried Chicken Joint",420 N Seltzer St,Crestline,44827,Ohio,US,40.7885,-82.73700000000001,270,2.5,2,False
1008,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Pizza Place, Restaurant, and Fried Chicken Joint",224 E Canal St,Newcomerstown,43832,Ohio,US,40.2759,-81.6039,270,3.0,1,False
1009,Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",1025 E. Canal Street,Nelsonville,45764,Ohio,US,39.4501,-82.221,285,4.5,3,False
1010,Waffle House,"Breakfast Spot,Restaurant,American Restaurant, Breakfast Spot, and Diner,Fast Food Restaurant,American Restaurant,Breakfast Brunch and Lunch Restaurants,,Diners,Diner,Breakfast Brunch & Lunch Restaurants,,Restaurants",2725 Salt Springs Rd,Girard,44420,Ohio,US,41.1433,-80.721,103,4.0,13,False
1011,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",210 W Rayen Ave,Youngstown,44503,Ohio,US,41.1047,-80.6503,1219,3.0,3,False
1012,Chick-fil-A,"Carry-out food,Caterers,American Restaurant,American restaurants,Karaoke,Restaurants,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",1110 Boardman Poland Rd,Youngstown,44514,Ohio,US,41.0243,-80.6336,100,4.5,30,False
1013,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",1375 E Main St,Versailles,45380,Ohio,US,40.2235,-84.4664,1219,2.5,3,False
1014,Wendy's,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Restaurants",220 Cabela Dr,Triadelphia,26059,West Virginia,US,40.0599,-80.601,313,2.0,12,False
1015,Dairy Queen,"Ice Cream Parlors,Carry-out food,Dessert Shops,American restaurants,Ice Cream Store,Fast Food,Restaurants,Ice Cream Shop",1607 Chillicothe St,Portsmouth,45662,Ohio,US,38.7442,-82.994,329,3.5,2,False
1016,Dairy Queen,"Ice Cream Parlors,Carry-out food,Restaurant,American restaurants,Ice Cream Store,Fast Food,Ice cream and frozen desserts-retail,Restaurants",994 E Market St,Celina,45822,Ohio,US,40.5489,-84.5573,329,3.0,2,False
1017,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Chicken,Pizza Place,Restaurants,Pizza Place and Fried Chicken Joint",114 E Market St,Celina,45822,Ohio,US,40.5488,-84.5702,270,2.0,5,False
1018,Subway,"Delis And Delicatessens,Carry Out Food,Sandwich,Restaurant,Food and Beverage,Fast Food Restaurants,Take Out Restaurants,Caterer,Sandwich Place,Restaurants,Sandwich Shops",1675 Marion Mount Gilead Rd,Marion,43302,Ohio,US,40.5806,-83.085,1219,4.5,2,False
1019,Taco Bell,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",1270 Delaware Ave,Marion,43302,Ohio,US,40.5665,-83.1204,529,2.5,2,False
1020,Subway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,American,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",60 N Portage St,Doylestown,44230,Ohio,US,40.9697,-81.6968,1219,2.5,3,False
1021,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",2351 E Wheeling Ave,Cambridge,43725,Ohio,US,40.0291,-81.5656,784,1.5,7,False
1022,Burger King,"Fast Food Restaurant,Fast Food",7321 Dixie Highway,Fairfield,45014,Ohio,US,39.3062,-84.4871,453,1.5,7,False
1023,Bob Evans,"Restaurant,American Restaurants,Carry-out food,Breakfast,Family Style Dining,Fast Food Restaurants,Family Style Restaurants,Restaurants",80 S Whitewoman St,Coshocton,43812,Ohio,US,40.2734,-81.877,40,4.0,7,False
1024,Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Barbecue,Spare rib restaurants,Catering",700 S 2nd St,Coshocton,43812,Ohio,US,40.2668,-81.8688,474,3.0,1,False
1025,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",557 Aurora Rd,Macedonia,44056,Ohio,US,41.3143,-81.5188,529,2.0,18,False
1026,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",3868 Mogadore Rd,Mogadore,44260,Ohio,US,41.0506,-81.395,784,1.0,2,False
1027,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",482 Howe Ave,Cuyahoga Falls,44221,Ohio,US,41.1186,-81.4772,784,2.5,6,False
1028,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",7725 Hoke Rd,Clayton,45315,Ohio,US,39.8565,-84.3342,1219,3.0,2,False
1029,Chipotle Mexican Grill,"Mexican Restaurant,Mexican Restaurants,Mexican,Taco Place,Take Out Restaurants,Fast Food Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place,Restaurants",1934 W Main St,Troy,45373,Ohio,US,40.0565,-84.2433,142,2.5,16,False
1030,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",1645 Maysville Ave,Zanesville,43701,Ohio,US,39.9144,-82.0145,270,3.0,4,False
1031,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",2644 Cleveland Avenue SW,Canton,44707,Ohio,US,40.7689,-81.384,529,2.0,4,False
1032,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants,Frozen Yogurt Shops,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",2496 W State St,Alliance,44601,Ohio,US,40.9015,-81.1551,784,1.5,3,False
1033,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",3251 Mahoning Rd NE,Canton,44705,Ohio,US,40.8182,-81.329,784,1.0,4,False
1034,KFC,"Fast Food,Chicken,Restaurants",4966 Everhard,Canton,44718,Ohio,US,40.8505,-81.4409,376,1.5,6,False
1035,Wendy's,Fast Food,8585 Lyra Drive,Columbus,43240,Ohio,US,40.1403,-82.9771,313,2.0,20,False
1036,Bob Evans,"Restaurant,American Restaurants,Carry-out food,Breakfast,American Restaurant,Family Style Dining,Fast Food Restaurants,Family Style Restaurants,Restaurants",1455 Olentangy River Rd,Columbus,43212,Ohio,US,39.9898,-83.0264,40,2.5,54,False
1037,Subway,"Delis And Delicatessens,Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",1315 N 21st St,Newark,43055,Ohio,US,40.0853,-82.4302,1219,1.0,1,False
1038,Church's Chicken,"Southern / Soul Food Restaurant and Fried Chicken Joint,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Southern / Soul Food Restaurant,Chicken Restaurants,Catering,Restaurants",1100 Cleveland Ave,Columbus,43201,Ohio,US,39.9867,-82.9887,63,1.0,3,False
1039,Panera Bread,"Breakfast,Food Delivery,Bakery,Fast Food,Caf,Take Out Restaurants,Health Food Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops",3625 Fishinger Boulevard,Hilliard,43026,Ohio,US,40.0287,-83.1175,140,2.5,57,False
1040,QDOBA Mexican Eats,"Grill Restaurants,Mexican Restaurants,Mexican,Brunch,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Fast Food,Catering,Restaurants",129 S Main St,Bowling Green,43402,Ohio,US,41.3743,-83.6501,36,4.5,27,False
1041,Wendy's,Fast Food,3465 Stickney Avenue,Toledo,43608,Ohio,US,41.6865,-83.5273,313,1.5,7,False
1042,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Restaurants,Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",1727 W Laskey Rd,Toledo,43613,Ohio,US,41.7065,-83.5868,784,1.0,23,False
1043,McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",14225 Airport Hwy,Swanton,43558,Ohio,US,41.5808,-83.8809,784,1.0,2,False
1044,Chick-fil-A,"Carry-out food,Caterers,Barbecued poultry,Family style restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",6636 W Central Ave,Toledo,43617,Ohio,US,41.6754,-83.7019,100,4.5,16,False
1045,Chick-fil-A,"Indoor Play Area,Fast Food Restaurant,wich Place,Fast Food Restaurants,Chicken Restaurants,Catering,Restaurants,Sandwich Shops",9611 Mentor Ave,Mentor,44060,Ohio,US,41.6845,-81.2942,100,4.0,24,False
1046,Arby's,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,American Restaurant,Traditional American,wich Place,Fast Food,Restaurants,Sandwich Shops",1114 E Broad St,Rockingham,28379,North Carolina,US,34.9242,-79.7548,252,3.0,2,False
1047,Moe's Southwest Grill,"Carry-out food,Caterers,Delicatessens,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Family style restaurants,Sandwiches,Catering",285 Main St,Buies Creek,27506,North Carolina,US,35.411,-78.7372,73,3.0,5,False
1048,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",301 W Fort Macon Blvd,Atlantic Beach,28512,North Carolina,US,34.701,-76.7425,784,2.0,13,False
1049,QDOBA Mexican Eats,"Grill Restaurants,Mexican Restaurants,Caterers,Mexican,Tex-mex restaurants,Box Lunches,Southwestern restaurants,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Brunch,Burrito Place and Mexican Restaurant,Burrito Place and Mexican Restaurant Abbott Loop,Catering,Burrito Place",1900 E 85th Ct,Anchorage,99507,Alaska,US,61.1431,-149.8475,36,3.5,33,False
1050,QDOBA Mexican Eats,"Grill Restaurants,Mexican,Brunch,Tex-mex restaurants,Southwestern restaurants,Food Delivery,Mexican restaurants,Fast Food,Catering,Restaurants",57 Miller St,Winston-Salem,27104,North Carolina,US,36.094,-80.2741,36,2.5,19,False
1051,Chick-fil-A,"Carry-out food,Caterers,American restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",1110 S Main St,Kernersville,27284,North Carolina,US,36.1094,-80.1021,100,4.5,21,False
1052,KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food,Restaurants,Barbecued poultry,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",706 S Main St,King,27021,North Carolina,US,36.2635,-80.3628,376,1.0,3,False
1053,Wendy's,"Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",1503 S Croatan Hwy,Kill Devil Hills,27948,North Carolina,US,35.9996,-75.6521,313,2.0,21,False
1054,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",150 S Main St,Troutman,28166,North Carolina,US,35.7009,-80.8874,1219,4.0,7,False
1055,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",400 E Churton St Ext,Hillsborough,27278,North Carolina,US,36.0557,-79.1048,784,2.5,16,False
1056,Chick-fil-A,"Restaurant,Food and Beverage,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,American Restaurant,wich Place,Fast Food Restaurants,Chicken Restaurants,Catering,Restaurants,Sandwich Shops",4239 Winterville Pkwy,Winterville,28590,North Carolina,US,35.5319,-77.3967,100,3.5,11,False
1057,Taco Bell,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Mexican Restaurant and Fast Food Restaurant Pine Forest,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Mexican Restaurant and Fast Food Restaurant,Restaurants",116 N 4th St,Spring Lake,28390,North Carolina,US,35.1702,-78.9714,529,2.0,30,False
1058,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",1942 Pamalee Dr,Fayetteville,28301,North Carolina,US,35.0958,-78.9162,784,1.5,10,False
1059,Jack in the Box,"Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Chicken,Hamburgers,Restaurants",455 Earl Rd,Shelby,28150,North Carolina,US,35.2769,-81.5328,120,2.0,21,False
1060,Burger King,Fast Food,205 East Dixon Blvd,Shelby,28152,North Carolina,US,35.2782,-81.5392,453,3.0,4,False
1061,Pizza Hut,"Pizza,Carry-out food,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",997 Henderson St,Mount Olive,28365,North Carolina,US,35.211999999999996,-78.0666,474,3.5,3,False
1062,Subway,"Pizza,Delis And Delicatessens,Carry-out food,Delicatessens,Salisbury Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",314 N Salisbury Gq Ave,Salisbury,28146,North Carolina,US,35.6167,-80.4479,1219,2.5,3,False
1063,Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",2236 Jefferson Davis Hwy,Sanford,27330,North Carolina,US,35.4386,-79.2181,1219,2.0,5,False
1064,Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",2355 South 17th Street,Wilmington,28401,North Carolina,US,34.2,-77.9218,529,2.5,12,False
1065,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",5028 US Hwy 264 West,Wilson,27893,North Carolina,US,35.7643,-78.0078,784,2.0,23,False
1066,Burger King,"Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Restaurants",1300 Western Blvd,Tarboro,27886,North Carolina,US,35.8998,-77.5611,453,1.0,2,False
1067,Wendy's,"Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",101 River Oaks Drive,Tarboro,27886,North Carolina,US,35.8829,-77.5483,313,2.5,9,False
1068,Moe's Southwest Grill,"Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Restaurant,Family style restaurants,Burrito Place, Mexican Restaurant, and Taco Place,Catering",1 Hendersonville Rd,Asheville,28803,North Carolina,US,35.5684,-82.5443,73,3.0,26,False
1069,Pizza Hut,"Carry-out food,Chicken Wings,Food Delivery,American restaurants,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecued poultry,Barbecue,Pizza Place,Spare rib restaurants,Chicken restaurants,Catering",670 Russ Ave,Waynesville,28786,North Carolina,US,35.5024,-82.9889,474,1.5,54,True
1070,Taco Bell,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",2515 High Point Rd.,Greensboro,27403,North Carolina,US,36.0316,-79.8685,529,1.0,2,False
1071,Steak 'n Shake,"Ice Cream Parlors,Carry-out food,Restaurant,Hot dog restaurants,Steak and chop restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Barbecue,Spare rib restaurants,Restaurants",2647 Lawndale Dr,Greensboro,27408,North Carolina,US,36.1036,-79.8197,52,2.5,71,False
1072,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",1436 N Fayetteville St,Asheboro,27203,North Carolina,US,35.7338,-79.8077,784,2.0,10,False
1073,Church's Chicken,"Restaurant,Burger Joint,Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Restaurants",1735 W Trade St,Charlotte,28216,North Carolina,US,35.2415,-80.8589,63,3.0,3,False
1074,Wendy's,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",1 Cloniger Dr,Thomasville,27360,North Carolina,US,35.8665,-80.0714,313,3.0,5,False
1075,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",1430 Cotton Grove Road,Lexington,27292,North Carolina,US,35.7947,-80.2595,784,1.5,4,False
1076,Panera Bread,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Catering,Restaurants,Sandwich Shops",1100 Village Market Place,Morrisville,27560,North Carolina,US,35.8061,-78.8133,140,2.5,69,False
1077,McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",7991 Fayetteville Rd,Raleigh,27603,North Carolina,US,35.6651,-78.6985,784,1.5,31,False
1078,Jersey Mike's Subs,"Carry-out food,Caterers,Delicatessens,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Asian Restaurants,Chinese Restaurant,Sandwiches,Catering,Sandwich Place,Sandwich Shops",7949 Fayetteville Rd,Raleigh,27603,North Carolina,US,35.6657,-78.6986,69,4.0,9,False
1079,Subway,"Delis And Delicatessens,Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",8109 Fayetteville Rd,Raleigh,27603,North Carolina,US,35.6641,-78.7007,1219,1.0,3,False
1080,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",1073 State Highway 31,Port Byron,13140,New York,US,43.0238,-76.6709,784,2.0,15,False
1081,Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",1850 S. Jeffers,North Platte,69101,Nebraska,US,41.1169,-100.7648,285,1.5,30,False
1082,Burger King,"Fast Food Restaurant,Fast Food",122 Dennison Parkway E,Corning,14830,New York,US,42.1439,-77.0596,453,3.0,4,False
1083,Wendy's,Fast Food,6092 St Lawrence Center,Massena,13662,New York,US,44.9494,-74.8384,313,4.5,5,False
1084,Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",103 E Main St,Canton,13617,New York,US,44.5974,-75.1506,270,3.0,3,False
1085,Subway,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",3019 23RD St Ste A,Columbus,68601,Nebraska,US,41.4387,-97.3644,1219,4.0,2,False
1086,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",4958 State Route 23,Oneonta,13820,New York,US,42.4472,-75.05,784,2.5,14,False
1087,Burger King,Fast Food,501 North 6th St,Beatrice,68310,Nebraska,US,40.271,-96.7472,453,1.5,3,False
1088,Taco John's,"Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Diner,Restaurants",810 3RD Ave,Kearney,68845,Nebraska,US,40.681999999999995,-99.0857,22,3.0,5,False
1089,McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",8522 Seneca Turnpike,New Hartford,13413,New York,US,43.0797,-75.3185,784,3.0,3,False
1090,Burger King,"Restaurant,Fast Food",261 Utica Rd,Boonville,13309,New York,US,43.4767,-75.3192,453,4.0,4,False
1091,KFC,"Fried Chicken Joint,Fast Food Restaurant,Fast Food,Chicken,Catering,Restaurants",8512 Seneca Tpke,New Hartford,13413,New York,US,43.0801,-75.3198,376,1.5,10,False
1092,Subway,"Delis And Delicatessens,Restaurant,American,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",1300 Broadway St,Mitchell,69357,Nebraska,US,41.9427,-103.8064,1219,4.0,1,False
1093,Burger King,"Restaurant,shop,Food and Beverage,American,Burgers,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint",100 Pike St,Port Jervis,12771,New York,US,41.3753,-74.694,453,2.0,7,False
1094,McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",347 Broadway,Newburgh,12550,New York,US,41.5004,-74.0238,784,2.5,11,False
1095,McDonald's,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops",1890 Commercial Drive,Warsaw,65355,Missouri,US,38.2647,-93.3702,784,3.0,4,False
1096,Krispy Krunchy Chicken,"Carry-out food,Barbecued poultry,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Barbecue,Convenience Stores,Spare rib restaurants,Restaurants",3405 Poole Rd,Raleigh,27610,North Carolina,US,35.7703,-78.5826,39,3.0,1,False
1097,Krispy Krunchy Chicken,"Carry-out food,Barbecued poultry,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Convenience Stores,Spare rib restaurants,Restaurants",2103 Owen Dr,Fayetteville,28306,North Carolina,US,35.0223,-78.9217,39,3.0,1,False
1098,Jimmy John's,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,Fast Food Restaurant,wich Place,Delivery service,American restaurants,Catering,Restaurants,Sandwich Shops",1225 Concord Pkwy N,Concord,28025,North Carolina,US,35.4313,-80.6056,154,3.5,15,False
1099,Jimmy John's,"Fast Food Restaurants,Restaurants,Sandwich Shops",85571 McCumber Ln,Springfield,97478,Oregon,US,43.9904,-122.883,154,3.0,47,False
1100,Taco Bell,"Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurants,Fast Food,Restaurants",5040 Promenade Blvd,Santa Fe,87507,New Mexico,US,35.618,-106.0296,529,2.5,7,False
1101,Cook Out,"Carry-out food,Hot dog restaurants,American,Steak and chop restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants,Hamburgers & Hot Dogs,Restaurant,Barbecue,Barbecue Restaurants,Spare rib restaurants,Hamburgers and Hot Dogs",3745 Ramsey St,Fayetteville,28311,North Carolina,US,35.1131,-78.8797,18,3.5,48,False
1102,Arby's,"Delis And Delicatessens,Carry-out food,Restaurant,Fast Food Restaurant,American Restaurant,Traditional American,wich Place,American restaurants,Fast Food,Restaurants,Sandwich Shops",101 Summit Square Blvd,Winston-Salem,27105,North Carolina,US,36.1864,-80.2751,252,3.5,7,False
