Zipcode,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Income Levels
29437,33.144807,-80.41593,3225.0,34.5,46406.0,20909.0,436.0,13.51937984496124,"Middle(<95,000)"
22832,38.453741,-78.78234,1085.0,40.8,62159.0,33108.0,62.0,5.714285714285714,"Middle(<95,000)"
11766,40.929242,-73.01317,11720.0,45.4,133050.0,52161.0,365.0,3.114334470989761,"High(<400,000)"
12168,42.552127,-73.39593,2033.0,48.0,75795.0,42151.0,143.0,7.033939990162322,"Middle(<95,000)"
13132,43.262012,-76.22912,3541.0,45.6,75503.0,31628.0,336.0,9.488844959051116,"Middle(<95,000)"
28462,33.974251,-78.30961,12917.0,53.6,45750.0,29163.0,1555.0,12.03839900905783,"Middle(<95,000)"
29078,34.204467,-80.70776,16896.0,38.1,56734.0,24623.0,2388.0,14.133522727272727,"Middle(<95,000)"
21222,39.263162,-76.5082,55212.0,38.7,55386.0,27307.0,7904.0,14.315728464826487,"Middle(<95,000)"
90732,33.736718,-118.31123,22780.0,45.6,104567.0,47892.0,1345.0,5.904302019315189,"High(<400,000)"
87110,35.106396,-106.57927,38495.0,42.0,52233.0,32512.0,5526.0,14.355111053383556,"Middle(<95,000)"
90043,33.987463,-118.334,45873.0,40.1,54729.0,31101.0,8258.0,18.00187474113313,"Middle(<95,000)"
95966,39.491076,-121.49468,29860.0,43.5,47252.0,23770.0,5651.0,18.92498325519089,"Middle(<95,000)"
84752,38.217377,-112.93204,933.0,39.9,54318.0,22973.0,105.0,11.254019292604502,"Middle(<95,000)"
85034,33.437772,-112.0281,5045.0,27.9,30130.0,17734.0,1841.0,36.49157581764123,"Low(<35,000)"
98177,47.740886,-122.36978,20676.0,46.2,123672.0,65401.0,972.0,4.7011027278003485,"High(<400,000)"
98396,47.106024,-122.0451,761.0,37.1,80938.0,35854.0,66.0,8.672798948751643,"Middle(<95,000)"
98683,45.604075,-122.51035,33219.0,41.2,70099.0,38042.0,2971.0,8.94367681146332,"Middle(<95,000)"
07874,40.917054,-74.71053,8121.0,43.7,97080.0,41479.0,318.0,3.915773919468046,"High(<400,000)"
08001,39.559426,-75.3631,886.0,43.4,71111.0,32629.0,38.0,4.288939051918736,"Middle(<95,000)"
08858,40.681694,-74.73624,111.0,56.5,-666666666.0,126524.0,0.0,0.0,
10004,40.699226,-74.04118,3335.0,37.4,190223.0,136523.0,44.0,1.3193403298350825,"High(<400,000)"
04780,46.164163,-68.23232,880.0,42.7,37969.0,20788.0,155.0,17.613636363636363,"Middle(<95,000)"
01370,42.603447,-72.72754,3852.0,52.5,62966.0,41266.0,395.0,10.25441329179647,"Middle(<95,000)"
27349,35.897155,-79.42344,5825.0,43.2,55121.0,24375.0,541.0,9.28755364806867,"Middle(<95,000)"
32328,29.825252,-84.89247,3415.0,45.5,45625.0,36522.0,680.0,19.91215226939971,"Middle(<95,000)"
38236,36.167573,-88.26817,463.0,50.3,63438.0,29129.0,60.0,12.958963282937365,"Middle(<95,000)"
38476,35.839045,-87.2243,1099.0,50.8,67500.0,28754.0,48.0,4.367606915377616,"Middle(<95,000)"
22485,38.277837,-77.1642,25606.0,38.0,95033.0,39069.0,1306.0,5.100367101460595,"High(<400,000)"
31054,32.875574,-83.19785,1505.0,37.3,49479.0,24678.0,388.0,25.780730897009967,"Middle(<95,000)"
31820,32.566197,-84.84122,11750.0,40.2,98933.0,45008.0,446.0,3.795744680851064,"High(<400,000)"
19731,39.518164,-75.57656,322.0,30.7,40875.0,12282.0,175.0,54.34782608695652,"Middle(<95,000)"
29377,34.935828,-82.09514,931.0,49.0,24746.0,15579.0,65.0,6.981740064446831,"Low(<35,000)"
71457,31.751287,-93.09021,26821.0,29.2,26654.0,19081.0,9532.0,35.53931620744939,"Low(<35,000)"
95564,40.79348,-124.19929,389.0,41.5,42206.0,26005.0,77.0,19.794344473007712,"Middle(<95,000)"
98355,46.711036,-122.0348,842.0,45.2,20532.0,18307.0,152.0,18.052256532066508,"Low(<35,000)"
74571,34.729815,-95.03625,3576.0,43.2,39811.0,22463.0,799.0,22.343400447427292,"Middle(<95,000)"
76692,31.975949,-97.35499,10252.0,49.5,51409.0,30920.0,979.0,9.549356223175966,"Middle(<95,000)"
77054,29.683865,-95.39772,23267.0,29.8,50827.0,34422.0,4910.0,21.10284952937637,"Middle(<95,000)"
41547,37.544224,-82.06488,722.0,57.4,-666666666.0,15045.0,177.0,24.515235457063714,
62254,38.601648,-89.81317,6189.0,42.7,65707.0,30166.0,427.0,6.89933753433511,"Middle(<95,000)"
62295,38.299904,-90.30833,1493.0,40.2,83382.0,34695.0,42.0,2.813127930341594,"Middle(<95,000)"
62428,39.25287,-88.13528,2915.0,41.5,55662.0,25364.0,339.0,11.629502572898799,"Middle(<95,000)"
54771,44.95298,-90.79784,4377.0,35.4,53047.0,23791.0,533.0,12.177290381539867,"Middle(<95,000)"
54874,46.585210000000004,-91.95129,3900.0,43.5,66719.0,32914.0,292.0,7.487179487179487,"Middle(<95,000)"
55052,44.232811,-93.43992,2014.0,42.8,69097.0,31328.0,145.0,7.199602780536246,"Middle(<95,000)"
55309,45.358004,-93.74294,19294.0,34.5,89720.0,35531.0,966.0,5.006737845962475,"Middle(<95,000)"
47451,38.896413,-86.52474,1111.0,40.6,46989.0,27045.0,183.0,16.471647164716472,"Middle(<95,000)"
49765,45.354463,-84.23956,3771.0,50.2,45845.0,24779.0,648.0,17.183770883054894,"Middle(<95,000)"
01606,42.311342,-71.79531,19896.0,41.3,65708.0,35354.0,2064.0,10.37394451145959,"Middle(<95,000)"
67646,39.65573,-99.59094,725.0,49.9,46563.0,25425.0,86.0,11.862068965517242,"Middle(<95,000)"
68047,42.112028,-96.73093,1785.0,45.4,66597.0,34900.0,121.0,6.778711484593837,"Middle(<95,000)"
59760,45.782744,-111.634532,288.0,52.2,53958.0,31102.0,7.0,2.4305555555555554,"Middle(<95,000)"
61755,40.533634,-89.34345,4783.0,41.4,81597.0,36787.0,248.0,5.185030315701443,"Middle(<95,000)"
62418,39.018987,-88.96134,2180.0,36.2,48594.0,27891.0,329.0,15.091743119266056,"Middle(<95,000)"
57648,45.896895,-100.28995,302.0,54.8,48250.0,33036.0,9.0,2.980132450331126,"Middle(<95,000)"
64016,39.118608,-94.20783,4715.0,40.0,59606.0,30351.0,553.0,11.728525980911982,"Middle(<95,000)"
72666,35.955198,-93.25985,83.0,63.8,11613.0,9382.0,43.0,51.80722891566265,"Low(<35,000)"
70357,29.275485,-90.24378,2595.0,39.9,45328.0,25452.0,568.0,21.88824662813102,"Middle(<95,000)"
79521,33.147497,-99.70246,3611.0,41.3,44006.0,19037.0,739.0,20.465245084464136,"Middle(<95,000)"
97530,42.224913,-123.04526,6913.0,49.5,68017.0,37517.0,761.0,11.00824533487632,"Middle(<95,000)"
91914,32.662563,-116.95413,17379.0,36.1,131563.0,39164.0,566.0,3.2568041889636916,"High(<400,000)"
92131,32.918035,-117.08438,34727.0,40.0,137500.0,58982.0,1263.0,3.6369395571169405,"High(<400,000)"
86333,34.339938,-112.13612,7651.0,47.6,38700.0,20907.0,1211.0,15.827996340347667,"Middle(<95,000)"
88043,32.673398,-108.11625,1482.0,39.9,37262.0,18867.0,249.0,16.80161943319838,"Middle(<95,000)"
88312,33.420542,-105.63599,2919.0,60.5,54291.0,38556.0,154.0,5.275779376498801,"Middle(<95,000)"
38619,34.514853,-89.88781,5368.0,38.1,27475.0,16404.0,2222.0,41.39344262295082,"Low(<35,000)"
40503,38.007898,-84.53452,29309.0,37.2,64363.0,35568.0,3532.0,12.050905865092634,"Middle(<95,000)"
40771,36.888978,-84.05237,1301.0,31.7,41618.0,16586.0,354.0,27.209838585703306,"Middle(<95,000)"
44669,40.798758,-81.16037,1517.0,36.5,59219.0,24967.0,182.0,11.997363216875412,"Middle(<95,000)"
45051,39.09646,-84.643096,168.0,81.7,-666666666.0,8678.0,69.0,41.07142857142857,
47001,39.060204,-84.93094,10009.0,45.7,60134.0,30480.0,1169.0,11.679488460385652,"Middle(<95,000)"
35020,33.405559,-86.95141,25757.0,38.8,29133.0,17433.0,7170.0,27.837092829133827,"Low(<35,000)"
33830,27.894991,-81.82638,28884.0,37.2,51083.0,24433.0,4824.0,16.701287910261737,"Middle(<95,000)"
62995,37.422815,-88.88016,6034.0,39.1,50888.0,15987.0,486.0,8.054358634405038,"Middle(<95,000)"
63631,37.753408,-90.78593,1092.0,44.5,61068.0,25958.0,77.0,7.051282051282051,"Middle(<95,000)"
71032,32.110359,-93.78584,2198.0,52.1,39527.0,33831.0,372.0,16.92447679708826,"Middle(<95,000)"
57559,43.889878,-100.74257,553.0,53.4,45000.0,28077.0,91.0,16.455696202531644,"Middle(<95,000)"
50065,40.623677,-93.80106,731.0,47.9,35833.0,20860.0,169.0,23.119015047879618,"Middle(<95,000)"
52767,41.56823,-90.4191,103.0,74.1,-666666666.0,23075.0,0.0,0.0,
45219,39.12721,-84.50988,18766.0,21.6,28219.0,15320.0,7006.0,37.33347543429607,"Low(<35,000)"
45327,39.628806,-84.37873,9115.0,44.0,65852.0,31628.0,1066.0,11.695008228195283,"Middle(<95,000)"
50029,41.845871,-94.55588,617.0,43.2,47250.0,26057.0,53.0,8.589951377633712,"Middle(<95,000)"
53073,43.758674,-87.98005,14777.0,44.9,63570.0,33596.0,829.0,5.610069702916695,"Middle(<95,000)"
38460,35.08957,-87.16259,1422.0,43.5,50048.0,21078.0,217.0,15.260196905766525,"Middle(<95,000)"
57551,43.223447,-101.65737,2442.0,32.8,49076.0,21211.0,552.0,22.604422604422606,"Middle(<95,000)"
38943,33.523907,-89.84901,304.0,42.8,70673.0,19536.0,79.0,25.986842105263158,"Middle(<95,000)"
48021,42.466086,-82.94641,32336.0,37.3,49921.0,23317.0,5231.0,16.177016328550224,"Middle(<95,000)"
48331,42.508809,-83.40875,21372.0,45.8,107892.0,54535.0,1026.0,4.800673778775969,"High(<400,000)"
48884,43.21107,-85.04772,4440.0,44.1,51373.0,25763.0,596.0,13.423423423423424,"Middle(<95,000)"
49202,42.262135,-84.41052,19289.0,37.1,36274.0,23124.0,4072.0,21.110477474208096,"Middle(<95,000)"
42071,36.617443,-88.28746,31762.0,33.6,41121.0,23070.0,6662.0,20.974749700900446,"Middle(<95,000)"
43302,40.589747,-83.12173,54650.0,40.1,44943.0,23508.0,8175.0,14.95882891125343,"Middle(<95,000)"
55944,44.035512,-92.75013,7324.0,36.1,79207.0,34614.0,170.0,2.3211359912616056,"Middle(<95,000)"
30824,33.490536,-82.5028,17266.0,36.5,40646.0,21983.0,4251.0,24.62064172361867,"Middle(<95,000)"
20319,38.866924,-77.01424,36.0,22.6,-666666666.0,30272.0,0.0,0.0,
17327,39.780323,-76.74785,7590.0,43.9,77593.0,34198.0,661.0,8.708827404479578,"Middle(<95,000)"
32789,28.598677,-81.35594,26483.0,45.5,79759.0,66741.0,1939.0,7.32167805762187,"Middle(<95,000)"
33440,26.714088,-80.9973,19761.0,37.2,40883.0,20631.0,5628.0,28.480340063761954,"Middle(<95,000)"
26610,38.465291,-80.72323,1162.0,32.5,37788.0,15987.0,481.0,41.39414802065404,"Middle(<95,000)"
24102,36.838473,-79.99093,1552.0,44.1,40046.0,17251.0,144.0,9.278350515463918,"Middle(<95,000)"
01731,42.459085,-71.27556,2059.0,24.6,107778.0,30715.0,0.0,0.0,"High(<400,000)"
02452,42.392496,-71.22153,14909.0,32.3,90755.0,38725.0,1182.0,7.92809712254343,"Middle(<95,000)"
02492,42.278247,-71.23388,20571.0,44.7,168542.0,82849.0,405.0,1.96879101647951,"High(<400,000)"
03264,43.753837,-71.64503,7290.0,34.6,54856.0,27761.0,785.0,10.768175582990398,"Middle(<95,000)"
03842,42.93569,-70.82514,15353.0,51.4,85585.0,54849.0,655.0,4.266267179052954,"Middle(<95,000)"
04987,44.678838,-69.26918,960.0,43.1,47031.0,22754.0,164.0,17.083333333333332,"Middle(<95,000)"
12189,42.729278,-73.70913,17290.0,40.4,52594.0,33750.0,2349.0,13.585887796414113,"Middle(<95,000)"
06256,41.758713,-72.13964,2245.0,47.5,52978.0,27584.0,176.0,7.839643652561247,"Middle(<95,000)"
15510,39.963306,-79.04089,2592.0,38.4,-666666666.0,5665.0,0.0,0.0,
19960,38.855872,-75.39889,6505.0,39.7,58872.0,26000.0,505.0,7.76325903151422,"Middle(<95,000)"
21010,39.344808,-76.27313,211.0,31.8,59821.0,47857.0,0.0,0.0,"Middle(<95,000)"
25917,37.964622,-81.21634,2202.0,36.8,30776.0,16002.0,714.0,32.42506811989101,"Low(<35,000)"
28782,35.221428,-82.21712,6852.0,58.4,54024.0,34264.0,539.0,7.866316403969644,"Middle(<95,000)"
30040,34.235408,-84.17441,72909.0,37.6,101181.0,41153.0,5245.0,7.193899244263397,"High(<400,000)"
27983,36.015391,-76.9349,8502.0,45.0,33020.0,21234.0,2091.0,24.59421312632322,"Low(<35,000)"
12548,41.664239,-74.1106,1306.0,51.2,70509.0,34661.0,125.0,9.571209800918837,"Middle(<95,000)"
03844,42.923946,-70.88666,2371.0,47.3,134425.0,69862.0,85.0,3.5849852382960776,"High(<400,000)"
05904,44.413715,-71.70906,249.0,36.7,27981.0,14669.0,110.0,44.17670682730924,"Low(<35,000)"
07063,40.604252,-74.44612,13589.0,36.5,65377.0,27001.0,2210.0,16.263154021635145,"Middle(<95,000)"
07762,40.153024,-74.03372,8242.0,54.8,81311.0,61014.0,544.0,6.600339723368115,"Middle(<95,000)"
48819,42.552218,-84.27674,2738.0,43.1,62056.0,28447.0,206.0,7.523739956172388,"Middle(<95,000)"
42039,36.800353,-88.83224,1797.0,40.2,53973.0,27621.0,139.0,7.7351140790205895,"Middle(<95,000)"
45312,40.0659,-84.08219,1131.0,49.8,69728.0,33976.0,49.0,4.332449160035367,"Middle(<95,000)"
46127,39.717457,-85.32737,287.0,39.8,73571.0,43009.0,0.0,0.0,"Middle(<95,000)"
37737,35.760657,-84.11925,5817.0,49.2,65481.0,33766.0,620.0,10.658414990544955,"Middle(<95,000)"
38670,34.417393,-90.27615,907.0,37.1,38833.0,16281.0,156.0,17.199558985667036,"Middle(<95,000)"
38703,33.442801,-91.02984,12475.0,37.2,28021.0,16818.0,4404.0,35.30260521042084,"Low(<35,000)"
87025,35.822802,-106.62093,1242.0,59.1,72083.0,48298.0,131.0,10.547504025764896,"Middle(<95,000)"
89118,36.084361,-115.2103,21826.0,38.7,57859.0,31274.0,2797.0,12.814991294786035,"Middle(<95,000)"
93648,36.61365,-119.52873,16087.0,29.1,35210.0,12344.0,5385.0,33.47423385342202,"Middle(<95,000)"
52132,43.194235,-91.89585,1830.0,40.0,53218.0,33040.0,168.0,9.180327868852459,"Middle(<95,000)"
52301,41.790216,-92.07684,3527.0,43.7,56818.0,32129.0,315.0,8.931102920328891,"Middle(<95,000)"
53550,42.567333,-89.49397,1220.0,40.5,67292.0,28924.0,118.0,9.672131147540984,"Middle(<95,000)"
53719,43.029497,-89.50531,31487.0,31.3,81490.0,44389.0,1472.0,4.674945215485756,"Middle(<95,000)"
54451,45.171131,-90.40527,11404.0,45.0,54199.0,29069.0,829.0,7.269379165205192,"Middle(<95,000)"
55979,43.93422,-91.95325,1180.0,26.6,71607.0,22774.0,187.0,15.847457627118644,"Middle(<95,000)"
60106,41.956479,-87.95117,20341.0,36.4,64700.0,29158.0,2078.0,10.215820264490437,"Middle(<95,000)"
62288,38.002188,-89.66723,2891.0,39.3,61693.0,31059.0,162.0,5.60359737115185,"Middle(<95,000)"
75041,32.881525,-96.64601,30880.0,30.3,50395.0,21421.0,6763.0,21.900906735751295,"Middle(<95,000)"
75109,32.03049,-96.383005,4384.0,44.4,58813.0,31645.0,605.0,13.800182481751825,"Middle(<95,000)"
78249,29.569934,-98.61282,61639.0,28.1,66539.0,30209.0,10006.0,16.233228962183034,"Middle(<95,000)"
78618,30.486818,-99.17526,338.0,58.0,66250.0,38228.0,24.0,7.100591715976331,"Middle(<95,000)"
63033,38.79505,-90.28578,42544.0,37.1,54977.0,27043.0,4648.0,10.925159834524257,"Middle(<95,000)"
64156,39.281486,-94.51296,8168.0,33.7,113654.0,48608.0,268.0,3.281096963761019,"High(<400,000)"
58053,46.067238,-97.18736,1154.0,50.4,50000.0,27893.0,82.0,7.105719237435009,"Middle(<95,000)"
71964,34.424114,-93.24096,4098.0,42.7,55426.0,24964.0,419.0,10.224499755978526,"Middle(<95,000)"
84653,40.043907,-111.66405,9313.0,28.6,97292.0,30522.0,365.0,3.919252657575432,"High(<400,000)"
85006,33.466392,-112.04875,27206.0,30.9,38121.0,19956.0,9530.0,35.02903771226935,"Middle(<95,000)"
85201,33.432177,-111.84701,54110.0,31.2,41795.0,21116.0,12840.0,23.729440029569396,"Middle(<95,000)"
87753,35.880398,-104.98925,130.0,51.3,25859.0,9527.0,66.0,50.76923076923077,"Low(<35,000)"
98250,48.55113,-123.07563,8107.0,53.2,70613.0,47867.0,748.0,9.226594301221168,"Middle(<95,000)"
95435,39.00686,-122.859625,299.0,19.9,-666666666.0,17748.0,0.0,0.0,
82712,44.447058,-104.12853,375.0,64.7,60577.0,17916.0,36.0,9.6,"Middle(<95,000)"
94108,37.792678,-122.40793,14143.0,42.1,63263.0,58409.0,2727.0,19.281623417945273,"Middle(<95,000)"
28579,34.753595,-76.5184,639.0,56.2,59839.0,29754.0,58.0,9.076682316118935,"Middle(<95,000)"
30641,33.766057,-83.57597,1882.0,48.9,50556.0,28212.0,220.0,11.689691817215728,"Middle(<95,000)"
38873,34.652269,-88.23581,2939.0,41.5,37411.0,16471.0,549.0,18.679823069071112,"Middle(<95,000)"
38941,33.492412,-90.3243,4265.0,24.6,20400.0,12538.0,1446.0,33.90386869871043,"Low(<35,000)"
38967,33.481491,-89.73155,7397.0,36.3,42806.0,24729.0,1748.0,23.63120183858321,"Middle(<95,000)"
39362,31.415048,-88.531,3476.0,35.9,53262.0,20339.0,857.0,24.654775604142692,"Middle(<95,000)"
44703,40.809108,-81.3809,8156.0,35.9,30085.0,20535.0,2327.0,28.531142717018145,"Low(<35,000)"
45244,39.119161,-84.33389,28269.0,40.1,89228.0,45277.0,2311.0,8.175032721355548,"Middle(<95,000)"
32217,30.24354,-81.62098,19899.0,38.5,46313.0,35522.0,2689.0,13.513241871450827,"Middle(<95,000)"
32433,30.747244,-86.14665,17877.0,38.8,40737.0,21480.0,3778.0,21.133299770655032,"Middle(<95,000)"
99136,46.669207,-117.96015,17.0,67.2,33750.0,25706.0,6.0,35.294117647058826,"Low(<35,000)"
84062,40.38584,-111.73333,47928.0,26.5,77030.0,27690.0,4328.0,9.030211984643632,"Middle(<95,000)"
97051,45.862489,-122.84824,16977.0,38.3,59070.0,28097.0,2383.0,14.036637804087883,"Middle(<95,000)"
38044,35.211663,-88.80988,705.0,43.8,67650.0,28750.0,36.0,5.1063829787234045,"Middle(<95,000)"
38224,36.395616,-88.49515,858.0,46.6,41417.0,22562.0,224.0,26.107226107226108,"Middle(<95,000)"
38318,35.960377,-88.26959,463.0,39.6,41786.0,16918.0,63.0,13.606911447084233,"Middle(<95,000)"
56146,43.674883,-96.252794,88.0,44.5,48750.0,20958.0,0.0,0.0,"Middle(<95,000)"
56314,45.814436,-94.42539,1157.0,39.1,64583.0,31427.0,55.0,4.753673292999136,"Middle(<95,000)"
56590,46.033624,-96.13988,284.0,46.5,50000.0,37726.0,28.0,9.859154929577464,"Middle(<95,000)"
57439,45.32904,-98.083721,41.0,69.6,35898.0,32971.0,0.0,0.0,"Middle(<95,000)"
53541,42.572413,-90.02605,931.0,43.1,70625.0,31452.0,150.0,16.111707841031148,"Middle(<95,000)"
54410,44.536298,-90.04317,2594.0,39.3,64178.0,26174.0,287.0,11.063993831919815,"Middle(<95,000)"
54471,44.918707,-89.44139,1780.0,46.9,81731.0,37453.0,47.0,2.640449438202247,"Middle(<95,000)"
44321,41.102587,-81.65092,15349.0,43.4,92209.0,46382.0,658.0,4.286924229591504,"Middle(<95,000)"
46517,41.646499,-85.96923,26468.0,35.0,51495.0,21635.0,4449.0,16.808976877739155,"Middle(<95,000)"
46786,41.536899,-85.319241,39.0,73.5,-666666666.0,22064.0,0.0,0.0,
49729,45.160264,-85.26699,1573.0,48.4,56890.0,29994.0,67.0,4.2593769866497135,"Middle(<95,000)"
50327,41.587818,-93.505751,11400.0,39.7,82351.0,36150.0,555.0,4.868421052631579,"Middle(<95,000)"
59868,47.222677,-113.52551,1827.0,52.3,50547.0,29070.0,169.0,9.250136836343733,"Middle(<95,000)"
60093,42.104127,-87.75016,19409.0,43.7,194750.0,113048.0,926.0,4.770982533876037,"High(<400,000)"
61236,41.518317,-90.35597,98.0,32.5,51667.0,23911.0,9.0,9.183673469387756,"Middle(<95,000)"
30628,34.041416,-83.21997,7391.0,40.1,65051.0,26363.0,966.0,13.06994993911514,"Middle(<95,000)"
32413,30.252616,-85.90413,14805.0,51.9,67103.0,41871.0,1172.0,7.916244511989193,"Middle(<95,000)"
20723,39.134062,-76.8579,35411.0,35.4,117878.0,48074.0,1578.0,4.456242410550394,"High(<400,000)"
11964,41.060843,-72.33159,2413.0,40.4,82768.0,45439.0,121.0,5.014504765851637,"Middle(<95,000)"
13756,42.018923,-75.11339,384.0,58.7,48958.0,27259.0,67.0,17.447916666666668,"Middle(<95,000)"
13777,42.254154,-76.01194,347.0,52.0,56641.0,27095.0,48.0,13.832853025936599,"Middle(<95,000)"
25061,38.296818,-81.554655,842.0,38.4,63438.0,18962.0,157.0,18.64608076009501,"Middle(<95,000)"
26263,38.992079,-79.40533,244.0,61.5,-666666666.0,38406.0,56.0,22.950819672131146,
36922,32.304709,-88.17081,600.0,36.6,36136.0,18611.0,291.0,48.5,"Middle(<95,000)"
27235,36.092076,-80.01009,4443.0,48.1,95625.0,44611.0,130.0,2.925950934053567,"High(<400,000)"
27577,35.506459,-78.34446,26875.0,40.6,48084.0,22890.0,4666.0,17.36186046511628,"Middle(<95,000)"
27707,35.963994,-78.93602,51414.0,32.6,53561.0,34213.0,8621.0,16.7678064340452,"Middle(<95,000)"
29581,34.19138,-79.11348,4459.0,40.9,37759.0,20708.0,723.0,16.214397847050908,"Middle(<95,000)"
95451,38.939725,-122.78548,11603.0,44.2,54110.0,33270.0,1542.0,13.28966646556925,"Middle(<95,000)"
95658,38.87672,-121.14213,6837.0,48.5,96891.0,53791.0,184.0,2.691238847447711,"High(<400,000)"
96146,39.180983,-120.21804,1145.0,43.8,76851.0,61141.0,45.0,3.930131004366812,"Middle(<95,000)"
97071,45.144415,-122.84521,29796.0,33.8,54079.0,21669.0,4986.0,16.733789770438985,"Middle(<95,000)"
97875,45.786324,-119.21099,3126.0,35.3,57526.0,23409.0,418.0,13.371721049264236,"Middle(<95,000)"
93436,34.639682,-120.4471,56323.0,34.5,62423.0,27377.0,7748.0,13.756369511567211,"Middle(<95,000)"
19707,39.784014,-75.68586,15821.0,47.7,128947.0,60000.0,324.0,2.047911004361292,"High(<400,000)"
33897,28.310679,-81.670264,22752.0,37.5,60430.0,24966.0,2414.0,10.610056258790436,"Middle(<95,000)"
25419,39.58132,-77.8804,11062.0,38.6,70019.0,32830.0,983.0,8.88627734586874,"Middle(<95,000)"
28129,35.232542,-80.33123,5416.0,42.5,57138.0,26693.0,298.0,5.502215657311669,"Middle(<95,000)"
12153,42.638579,-73.48051,993.0,41.1,85833.0,33198.0,0.0,0.0,"Middle(<95,000)"
13039,43.171707,-76.09505,17028.0,42.7,91893.0,40302.0,636.0,3.735024665257223,"Middle(<95,000)"
13077,42.680693,-76.18566,7015.0,44.8,64602.0,34389.0,534.0,7.612259444048467,"Middle(<95,000)"
01342,42.542322,-72.6091,1259.0,41.7,85341.0,30336.0,253.0,20.095313741064338,"Middle(<95,000)"
48212,42.410037,-83.05826,38162.0,29.0,26958.0,11609.0,16947.0,44.408049892563284,"Low(<35,000)"
78243,29.437532,-98.461582,408.0,20.9,-666666666.0,26812.0,0.0,0.0,
82214,42.27774,-104.76034,1078.0,43.7,67750.0,32457.0,159.0,14.749536178107606,"Middle(<95,000)"
82609,42.844915,-106.27255,17850.0,39.2,65678.0,39188.0,2084.0,11.675070028011204,"Middle(<95,000)"
92020,32.7991,-116.97334,59743.0,35.1,59151.0,27719.0,10357.0,17.335922200090387,"Middle(<95,000)"
55032,45.586488,-93.01179,3611.0,43.4,90329.0,34522.0,169.0,4.680144004430906,"Middle(<95,000)"
55757,46.512349,-92.92803,689.0,48.4,56667.0,26576.0,66.0,9.57910014513788,"Middle(<95,000)"
56228,44.933861,-94.67563,950.0,48.4,51838.0,32151.0,59.0,6.2105263157894735,"Middle(<95,000)"
38761,33.44504,-90.49719,2347.0,23.3,25351.0,14296.0,855.0,36.42948444823178,"Low(<35,000)"
39652,31.117097,-90.45287,8395.0,39.2,38049.0,17574.0,1591.0,18.951756998213224,"Middle(<95,000)"
31305,31.407598,-81.39094,5409.0,49.8,43774.0,25076.0,1186.0,21.926418931410613,"Middle(<95,000)"
33033,25.487988,-80.42692,58427.0,32.3,49485.0,18123.0,12949.0,22.16269875228918,"Middle(<95,000)"
34736,28.571677,-81.86649,19271.0,41.7,62258.0,26845.0,2098.0,10.886824762596648,"Middle(<95,000)"
48125,42.277388,-83.25987,20110.0,38.1,49325.0,22877.0,3550.0,17.652909000497264,"Middle(<95,000)"
48360,42.74628,-83.2612,12768.0,40.4,115871.0,48689.0,278.0,2.177318295739348,"High(<400,000)"
37716,36.099283,-84.14656,26979.0,45.3,51736.0,27048.0,3703.0,13.72549019607843,"Middle(<95,000)"
37738,35.733627,-83.47156,5420.0,49.6,42614.0,25401.0,886.0,16.346863468634687,"Middle(<95,000)"
16693,40.456531,-78.2221,4228.0,39.3,53413.0,25952.0,622.0,14.711447492904446,"Middle(<95,000)"
07624,40.971956,-73.96166,8565.0,44.9,140357.0,62224.0,216.0,2.5218914185639227,"High(<400,000)"
08037,39.625291,-74.77705,23765.0,42.8,76073.0,35959.0,1826.0,7.683568272669893,"Middle(<95,000)"
30125,34.010162,-85.25762,24052.0,37.7,41912.0,23158.0,4942.0,20.547147846332944,"Middle(<95,000)"
24151,36.980013,-79.88027,20436.0,43.1,46585.0,25447.0,3609.0,17.660011743981208,"Middle(<95,000)"
24153,37.288807,-80.07821,37849.0,42.4,61959.0,32502.0,2870.0,7.582763084889957,"Middle(<95,000)"
24441,38.255747,-78.8242,6190.0,38.5,59740.0,30055.0,488.0,7.883683360258481,"Middle(<95,000)"
24892,37.309666,-81.69546,1702.0,28.9,26000.0,11752.0,777.0,45.65217391304348,"Low(<35,000)"
25855,37.94251,-81.14995,251.0,67.8,-666666666.0,14378.0,115.0,45.81673306772908,
25875,37.68344,-81.44608,706.0,37.4,41956.0,23392.0,131.0,18.555240793201133,"Middle(<95,000)"
13842,42.376254,-74.72258,606.0,47.2,53611.0,26019.0,139.0,22.937293729372936,"Middle(<95,000)"
14217,42.968707,-78.8745,22975.0,44.0,58096.0,34008.0,1919.0,8.352557127312297,"Middle(<95,000)"
97119,45.43957,-123.17165,4527.0,49.1,94904.0,37096.0,299.0,6.6048155511376185,"Middle(<95,000)"
02666,41.992804,-70.05427,435.0,62.5,67526.0,52143.0,22.0,5.057471264367816,"Middle(<95,000)"
03256,43.60768,-71.64372,2272.0,49.9,68438.0,32864.0,197.0,8.670774647887324,"Middle(<95,000)"
61367,41.638122,-89.26889,759.0,46.9,57031.0,38579.0,43.0,5.665349143610013,"Middle(<95,000)"
61864,39.989282,-88.15174,1770.0,42.2,78864.0,35688.0,93.0,5.254237288135593,"Middle(<95,000)"
80612,40.886476,-104.87448,315.0,59.3,-666666666.0,35631.0,49.0,15.555555555555555,
70461,30.266707,-89.73049,28538.0,39.9,69326.0,35681.0,3259.0,11.419861237648048,"Middle(<95,000)"
