Zipcode,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Income Levels
78232,29.584698,-98.46987,39072.0,39.3,73787.0,41209.0,3392.0,8.681408681408682,"Middle(<95,000)"
78357,27.939823,-98.57624,2886.0,30.1,50114.0,18575.0,433.0,15.003465003465003,"Middle(<95,000)"
79707,32.021056,-102.16008,39921.0,32.7,98015.0,53520.0,2834.0,7.099020565617094,"High(<400,000)"
56523,47.651391,-96.80408,550.0,39.7,78542.0,32649.0,19.0,3.4545454545454546,"Middle(<95,000)"
69335,41.996021999999996,-102.18247,20.0,60.5,56250.0,28325.0,0.0,0.0,"Middle(<95,000)"
61430,40.94399,-90.31205,654.0,48.6,60769.0,38558.0,77.0,11.773700305810397,"Middle(<95,000)"
61884,40.10311,-88.49744,1031.0,50.7,92500.0,48356.0,9.0,0.8729388942774006,"Middle(<95,000)"
54459,45.434426,-90.26806,1238.0,48.8,50294.0,25507.0,174.0,14.054927302100161,"Middle(<95,000)"
20902,39.040759,-77.04876,52908.0,37.1,94360.0,38366.0,4813.0,9.096922960610872,"Middle(<95,000)"
77417,29.483573,-95.93931,2550.0,43.0,44474.0,22225.0,609.0,23.88235294117647,"Middle(<95,000)"
79359,32.922387,-102.56265,3025.0,28.5,47043.0,16195.0,481.0,15.900826446280991,"Middle(<95,000)"
79540,33.151135,-100.04142,121.0,51.6,92917.0,29913.0,0.0,0.0,"Middle(<95,000)"
65618,36.755168,-92.38351,220.0,37.4,-666666666.0,20913.0,22.0,10.0,
67018,37.076529,-97.87011,157.0,40.9,-666666666.0,17401.0,79.0,50.318471337579616,
68347,40.805678,-96.4362,2716.0,41.2,87083.0,45116.0,125.0,4.6023564064801175,"Middle(<95,000)"
68661,41.472784,-97.06915,7394.0,30.8,63977.0,21586.0,927.0,12.537192318095753,"Middle(<95,000)"
75287,32.998786,-96.84436,55673.0,32.9,52150.0,41461.0,6189.0,11.116699297684695,"Middle(<95,000)"
76469,32.37338,-99.19762,93.0,63.6,34583.0,22558.0,20.0,21.50537634408602,"Low(<35,000)"
77033,29.66913,-95.33834,30558.0,33.1,38162.0,16050.0,8498.0,27.809411610707507,"Middle(<95,000)"
71369,30.966506,-91.82242,2534.0,30.9,26403.0,20216.0,1086.0,42.857142857142854,"Low(<35,000)"
81648,40.011447,-108.77528,2688.0,33.2,62667.0,27239.0,280.0,10.416666666666666,"Middle(<95,000)"
56185,43.783453,-95.82563,551.0,43.5,55208.0,29779.0,34.0,6.170598911070781,"Middle(<95,000)"
56434,46.376819,-94.93781,285.0,32.5,56458.0,18756.0,30.0,10.526315789473685,"Middle(<95,000)"
58063,46.947243,-97.81827,394.0,39.8,71625.0,32258.0,37.0,9.390862944162437,"Middle(<95,000)"
92227,32.98975,-115.50475,27189.0,30.9,43061.0,17708.0,9032.0,33.21931663540403,"Middle(<95,000)"
84667,39.458682,-111.67126,392.0,33.3,57016.0,22868.0,43.0,10.96938775510204,"Middle(<95,000)"
94572,38.031271,-122.26213,10384.0,36.7,75142.0,34962.0,1526.0,14.695685670261941,"Middle(<95,000)"
95023,36.862243,-121.38006,53423.0,35.0,86337.0,32033.0,4492.0,8.408363438968234,"Middle(<95,000)"
95668,38.832300000000004,-121.51661,664.0,40.6,64063.0,26124.0,77.0,11.596385542168674,"Middle(<95,000)"
97370,44.578526,-123.43709,8695.0,39.4,82132.0,36689.0,616.0,7.084531339850489,"Middle(<95,000)"
67648,39.059815,-98.55613,535.0,50.1,37115.0,35479.0,40.0,7.4766355140186915,"Middle(<95,000)"
68623,41.441371,-98.1094,358.0,54.0,47115.0,32393.0,36.0,10.05586592178771,"Middle(<95,000)"
68626,41.177056,-97.00012,615.0,43.6,64375.0,32809.0,34.0,5.528455284552845,"Middle(<95,000)"
69163,41.437215,-100.53006,1048.0,37.9,59338.0,28402.0,104.0,9.923664122137405,"Middle(<95,000)"
69212,42.914711,-100.78789,266.0,40.8,36563.0,17966.0,33.0,12.406015037593985,"Middle(<95,000)"
67042,37.830417,-96.84294,17798.0,38.4,47474.0,23972.0,2101.0,11.80469715698393,"Middle(<95,000)"
52223,42.424914,-91.33937,1017.0,51.4,66071.0,31748.0,89.0,8.751229105211406,"Middle(<95,000)"
16046,40.695658,-80.03359,16699.0,39.3,112750.0,58557.0,403.0,2.4133181627642375,"High(<400,000)"
19022,39.862712,-75.33958,3696.0,31.0,43953.0,20118.0,959.0,25.946969696969695,"Middle(<95,000)"
19063,39.916078,-75.40251,35764.0,46.9,101599.0,57960.0,1240.0,3.467173694217649,"High(<400,000)"
19074,39.888312,-75.29717,5893.0,40.2,78370.0,31087.0,338.0,5.735618530459868,"Middle(<95,000)"
11516,40.627386,-73.72852,7372.0,30.8,109053.0,43399.0,314.0,4.259359739555073,"High(<400,000)"
07069,40.641207,-74.443695,6191.0,45.6,156408.0,69103.0,254.0,4.102729769019544,"High(<400,000)"
68974,40.126094,-97.87696,172.0,59.0,87250.0,37130.0,19.0,11.046511627906977,"Middle(<95,000)"
70070,29.907162,-90.35142,14363.0,35.9,90183.0,35008.0,1323.0,9.211167583373946,"Middle(<95,000)"
71272,32.525825,-92.649298,1535.0,19.5,-666666666.0,3165.0,0.0,0.0,
71671,33.608004,-92.08101,8485.0,40.8,42929.0,21615.0,1810.0,21.331761932822626,"Middle(<95,000)"
62440,39.393267,-88.28118,1288.0,47.1,48804.0,25946.0,171.0,13.27639751552795,"Middle(<95,000)"
70533,29.941157,-92.03811,7344.0,38.1,50921.0,25644.0,1372.0,18.681917211328976,"Middle(<95,000)"
70723,30.063433,-90.84644,1166.0,32.7,34083.0,21417.0,261.0,22.384219554030874,"Low(<35,000)"
54558,45.914371,-89.4897,2000.0,53.9,45298.0,35419.0,164.0,8.2,"Middle(<95,000)"
55116,44.913815,-93.17459,24809.0,38.7,72252.0,46838.0,2727.0,10.991978717400944,"Middle(<95,000)"
55933,43.65099,-92.70596,244.0,37.7,79250.0,36819.0,28.0,11.475409836065573,"Middle(<95,000)"
46806,41.048148,-85.11114,24711.0,28.5,31773.0,14635.0,8209.0,33.22002347132856,"Low(<35,000)"
21649,39.122683,-75.76427,1935.0,34.2,58929.0,20625.0,441.0,22.790697674418606,"Middle(<95,000)"
53181,42.515596,-88.25761,7460.0,42.6,69402.0,38266.0,842.0,11.28686327077748,"Middle(<95,000)"
93223,36.300574,-119.20552,10716.0,29.5,39720.0,13983.0,3064.0,28.592758491974617,"Middle(<95,000)"
96017,41.109487,-122.33133,140.0,66.1,45750.0,35501.0,24.0,17.142857142857142,"Middle(<95,000)"
78389,28.237359,-97.69331,1874.0,39.4,54886.0,23403.0,264.0,14.08751334044824,"Middle(<95,000)"
79510,32.337156,-99.51701,7573.0,41.8,50409.0,25928.0,849.0,11.210880760596858,"Middle(<95,000)"
80022,39.836586,-104.9039,51863.0,31.6,70557.0,25846.0,7061.0,13.614715693268804,"Middle(<95,000)"
89014,36.045811,-115.0778,39430.0,38.4,61194.0,33921.0,3416.0,8.663454222673092,"Middle(<95,000)"
15639,40.201398,-79.60071,2128.0,46.6,75938.0,33772.0,298.0,14.003759398496241,"Middle(<95,000)"
22729,38.373645,-78.0165,1312.0,44.3,75114.0,12288.0,15.0,1.1432926829268293,"Middle(<95,000)"
04676,44.333099,-68.65693,1074.0,50.0,59375.0,33901.0,156.0,14.525139664804469,"Middle(<95,000)"
07755,40.263575,-74.02176,6028.0,44.0,103472.0,45283.0,269.0,4.462508294625083,"High(<400,000)"
13148,42.924166,-76.78366,10535.0,40.8,53038.0,30489.0,1433.0,13.602278120550546,"Middle(<95,000)"
07920,40.6789,-74.57039,27037.0,45.4,151365.0,76285.0,893.0,3.302881236823612,"High(<400,000)"
08321,39.239649,-75.17225,123.0,66.3,26250.0,22420.0,19.0,15.447154471544716,"Low(<35,000)"
10014,40.734718,-74.00532,30344.0,37.6,133501.0,128505.0,1735.0,5.717769575533878,"High(<400,000)"
17569,40.264733,-76.09645,5834.0,38.1,84013.0,35330.0,334.0,5.725059993143641,"Middle(<95,000)"
37772,35.800329,-84.23281,12888.0,48.7,71572.0,40635.0,808.0,6.269397889509621,"Middle(<95,000)"
39193,32.234775,-90.07263,959.0,58.4,-666666666.0,8696.0,125.0,13.034410844629823,
32967,27.724801,-80.49708,22319.0,49.4,51625.0,30383.0,4103.0,18.38344011828487,"Middle(<95,000)"
46171,39.525112,-86.95994,1762.0,38.9,59063.0,26255.0,246.0,13.961407491486947,"Middle(<95,000)"
46938,40.468157,-85.63456,2928.0,48.7,49938.0,25284.0,261.0,8.913934426229508,"Middle(<95,000)"
26325,39.095644,-80.86182,287.0,64.8,-666666666.0,19286.0,114.0,39.721254355400696,
24839,37.567007,-81.77969,1559.0,43.7,50194.0,25487.0,229.0,14.688903143040411,"Middle(<95,000)"
25152,38.052957,-81.26966,285.0,43.8,-666666666.0,29554.0,58.0,20.350877192982455,
42303,37.758568,-87.08714,41091.0,38.2,51030.0,28212.0,6658.0,16.203061497651554,"Middle(<95,000)"
47958,40.163921,-87.14796,140.0,40.4,45000.0,22886.0,4.0,2.857142857142857,"Middle(<95,000)"
99347,46.447540000000004,-117.57295,2241.0,45.8,54688.0,26115.0,235.0,10.486390004462294,"Middle(<95,000)"
99556,59.798363,-151.73566,2599.0,46.2,56415.0,29886.0,285.0,10.965756060023086,"Middle(<95,000)"
80224,39.688437,-104.91348,18941.0,38.3,65276.0,40334.0,2380.0,12.565334459637823,"Middle(<95,000)"
74880,35.369606,-96.13412,2029.0,40.5,35329.0,21215.0,616.0,30.359783144406112,"Middle(<95,000)"
65768,36.919476,-92.25917,637.0,40.4,28139.0,16681.0,194.0,30.4552590266876,"Low(<35,000)"
66214,38.961756,-94.71498,12224.0,35.7,56473.0,33689.0,1380.0,11.289267015706807,"Middle(<95,000)"
69033,40.530405,-101.67576,2531.0,41.6,58849.0,31215.0,245.0,9.679968391939944,"Middle(<95,000)"
52754,41.349983,-91.24664,1394.0,50.3,63578.0,44580.0,44.0,3.1563845050215207,"Middle(<95,000)"
64467,40.390465,-94.15285,188.0,49.2,53438.0,27384.0,24.0,12.76595744680851,"Middle(<95,000)"
65722,37.582527,-92.76541,1535.0,39.8,50729.0,23356.0,209.0,13.615635179153095,"Middle(<95,000)"
45440,39.674192,-84.11029,21045.0,41.1,75632.0,40754.0,1951.0,9.270610596341173,"Middle(<95,000)"
70802,30.44629,-91.17305,23550.0,33.4,26115.0,19610.0,8253.0,35.044585987261144,"Low(<35,000)"
71354,31.381317,-91.76914,1857.0,44.7,45116.0,27062.0,298.0,16.047388260635433,"Middle(<95,000)"
72023,34.967043,-92.03537,36305.0,36.1,62730.0,28528.0,3521.0,9.698388651700867,"Middle(<95,000)"
48001,42.631359,-82.554,11903.0,49.3,59671.0,34284.0,1173.0,9.85465848945644,"Middle(<95,000)"
48625,44.052759,-84.83959,13104.0,50.4,34776.0,20643.0,3309.0,25.251831501831504,"Low(<35,000)"
48846,42.981932,-85.06679,20472.0,38.6,52917.0,20542.0,2809.0,13.721180148495506,"Middle(<95,000)"
29583,33.983639,-79.57018,5586.0,42.7,39907.0,26756.0,1124.0,20.12173290368779,"Middle(<95,000)"
30631,33.570317,-82.88542,1623.0,43.9,36848.0,21088.0,353.0,21.74984596426371,"Middle(<95,000)"
30721,34.780699,-84.93994,53960.0,34.1,42401.0,20070.0,9780.0,18.124536693847293,"Middle(<95,000)"
41571,37.625031,-82.38704,672.0,44.9,50147.0,17418.0,267.0,39.732142857142854,"Middle(<95,000)"
43320,40.583666,-82.88443,1302.0,53.5,50972.0,28844.0,96.0,7.373271889400922,"Middle(<95,000)"
35901,34.016747,-85.99282,19811.0,40.7,39688.0,24525.0,3905.0,19.711271515824542,"Middle(<95,000)"
36016,31.843675,-85.43298,4951.0,40.8,33263.0,15630.0,900.0,18.17814582912543,"Low(<35,000)"
22534,38.08157,-77.66795,3228.0,38.9,62434.0,28013.0,266.0,8.240396530359355,"Middle(<95,000)"
24133,36.677978,-80.13511,2258.0,51.0,43828.0,22829.0,161.0,7.130203720106289,"Middle(<95,000)"
32164,29.499591,-81.22328,47341.0,46.6,53213.0,25515.0,5527.0,11.674869563380579,"Middle(<95,000)"
33139,25.784276,-80.14126,39427.0,39.9,53327.0,60179.0,5999.0,15.215461485783853,"Middle(<95,000)"
82839,44.889239,-107.14202,1320.0,35.1,61078.0,26526.0,88.0,6.666666666666667,"Middle(<95,000)"
86032,35.101925,-110.42509,1818.0,26.6,64926.0,23610.0,151.0,8.305830583058306,"Middle(<95,000)"
96737,19.101978,-155.76114,5011.0,31.6,15654.0,9210.0,2764.0,55.158650967870685,"Low(<35,000)"
16839,41.004152,-78.11298,800.0,31.7,52692.0,17797.0,264.0,33.0,"Middle(<95,000)"
17837,40.965348,-76.9139,19660.0,37.6,63869.0,31423.0,1331.0,6.770091556459817,"Middle(<95,000)"
05353,43.04943,-72.66643,833.0,56.6,56389.0,40148.0,52.0,6.24249699879952,"Middle(<95,000)"
13027,43.165134,-76.33901,33049.0,43.8,77565.0,39924.0,2408.0,7.286150866894611,"Middle(<95,000)"
19457,40.204252,-75.58449,87.0,55.1,-666666666.0,27843.0,0.0,0.0,
23023,37.777938,-76.95055,675.0,43.8,-666666666.0,29000.0,169.0,25.037037037037038,
13796,42.540359,-75.14604,1362.0,46.5,60375.0,31338.0,118.0,8.66372980910426,"Middle(<95,000)"
15358,40.05604,-79.9981,678.0,27.8,-666666666.0,20464.0,0.0,0.0,
02827,41.695419,-71.74472,2202.0,49.2,82946.0,39741.0,101.0,4.586739327883742,"Middle(<95,000)"
03224,43.346137,-71.54434,2339.0,47.4,85625.0,41506.0,82.0,3.505771697306541,"Middle(<95,000)"
01603,42.240526,-71.83776,19731.0,36.1,42904.0,24415.0,3885.0,19.689828189143988,"Middle(<95,000)"
01821,42.54805,-71.25054,32797.0,41.1,106141.0,42310.0,1154.0,3.5186145074244597,"High(<400,000)"
80246,39.705318,-104.93113,13433.0,31.8,56954.0,46830.0,1486.0,11.06230923844264,"Middle(<95,000)"
76402,32.215275,-98.207997,953.0,19.7,-666666666.0,21622.0,0.0,0.0,
78741,30.231252,-97.716,52114.0,28.6,45835.0,28609.0,12160.0,23.333461258011283,"Middle(<95,000)"
79081,36.185112,-101.18783,3918.0,35.8,30579.0,19436.0,908.0,23.175089331291474,"Low(<35,000)"
79706,31.880341,-101.96324,25657.0,29.9,85772.0,32422.0,1836.0,7.1559418482285535,"Middle(<95,000)"
61413,41.189123,-90.36813,932.0,42.9,58462.0,33479.0,86.0,9.227467811158798,"Middle(<95,000)"
61448,40.910079,-90.27171,3814.0,41.4,58041.0,26965.0,336.0,8.809648662821186,"Middle(<95,000)"
65063,38.723957,-92.08132,3936.0,35.0,78952.0,28772.0,285.0,7.240853658536586,"Middle(<95,000)"
66045,38.952526,-95.275623,2102.0,19.4,-666666666.0,7934.0,0.0,0.0,
66958,39.883769,-97.16491,224.0,41.5,70345.0,32085.0,7.0,3.125,"Middle(<95,000)"
92243,32.783359,-115.57746,50402.0,33.4,48290.0,19936.0,12103.0,24.01293599460339,"Middle(<95,000)"
98198,47.397521,-122.315,37966.0,38.3,66906.0,35051.0,4306.0,11.341726808196807,"Middle(<95,000)"
99714,64.464105,-146.91648,1160.0,36.6,63826.0,33916.0,21.0,1.8103448275862069,"Middle(<95,000)"
97467,43.68516,-124.00262,5014.0,53.7,39396.0,22565.0,941.0,18.767451136816913,"Middle(<95,000)"
06517,41.348297,-72.90712,14313.0,44.3,85489.0,48349.0,849.0,5.931670509327185,"Middle(<95,000)"
02108,42.357903,-71.06408,4454.0,36.1,146958.0,106869.0,384.0,8.621463852716658,"High(<400,000)"
02132,42.279432,-71.1598,27801.0,45.3,103337.0,50767.0,1411.0,5.075357001546707,"High(<400,000)"
30338,33.942751,-84.31769,35903.0,37.8,103373.0,58358.0,1877.0,5.2279753781021086,"High(<400,000)"
31527,31.06419,-81.42072,883.0,68.4,71238.0,50877.0,53.0,6.002265005662514,"Middle(<95,000)"
14586,43.040271,-77.68215000000001,11875.0,35.8,80300.0,32991.0,1212.0,10.206315789473685,"Middle(<95,000)"
15132,40.341919,-79.84791,21136.0,45.4,30811.0,21916.0,6008.0,28.42543527630583,"Low(<35,000)"
00664,18.212565,-66.59243,14693.0,38.6,14595.0,7270.0,8848.0,60.219151977131965,"Low(<35,000)"
01562,42.247212,-71.99227,11928.0,45.7,72821.0,34389.0,969.0,8.12374245472837,"Middle(<95,000)"
14543,42.98723,-77.67433,3203.0,50.2,95000.0,41242.0,67.0,2.09178894786138,"Middle(<95,000)"
15075,40.586408,-79.82769,197.0,26.8,-666666666.0,20162.0,94.0,47.71573604060914,
96818,21.36425,-157.96316,59679.0,30.9,79653.0,31213.0,3300.0,5.5295832704971595,"Middle(<95,000)"
97470,43.227287,-123.35138,19785.0,43.4,45587.0,25472.0,3037.0,15.35001263583523,"Middle(<95,000)"
97819,44.489628,-117.73478,17.0,68.2,51250.0,98788.0,2.0,11.764705882352942,"Middle(<95,000)"
99516,61.101142,-149.77311,20838.0,42.2,155354.0,66336.0,569.0,2.730588348210001,"High(<400,000)"
99666,62.495675,-164.97188,158.0,21.8,31250.0,7270.0,88.0,55.69620253164557,"Low(<35,000)"
72729,35.797242,-94.47662,166.0,65.1,25125.0,22910.0,0.0,0.0,"Low(<35,000)"
73947,36.844919,-102.2005,385.0,44.3,43750.0,24008.0,31.0,8.051948051948052,"Middle(<95,000)"
75784,31.883205,-94.9689,774.0,42.5,44188.0,22147.0,119.0,15.37467700258398,"Middle(<95,000)"
67105,37.251663,-97.66554,145.0,58.9,47500.0,26533.0,5.0,3.4482758620689653,"Middle(<95,000)"
67155,37.34323,-99.14364,194.0,62.0,78125.0,42674.0,42.0,21.649484536082475,"Middle(<95,000)"
68322,40.328889,-97.54836,425.0,40.2,57132.0,31507.0,29.0,6.823529411764706,"Middle(<95,000)"
68375,40.025484,-97.47265,123.0,28.8,21042.0,12640.0,31.0,25.203252032520325,"Low(<35,000)"
64477,39.571712,-94.4603,3506.0,45.2,69950.0,30257.0,260.0,7.415858528237307,"Middle(<95,000)"
65717,37.093694,-92.41231,2750.0,33.5,39827.0,19046.0,562.0,20.436363636363637,"Middle(<95,000)"
84649,39.370295,-112.32369,826.0,31.5,78438.0,24431.0,23.0,2.7845036319612593,"Middle(<95,000)"
76087,32.703008,-97.74814,27760.0,42.6,90780.0,40077.0,1877.0,6.761527377521614,"Middle(<95,000)"
60615,41.801525,-87.60215,40590.0,35.3,45077.0,40429.0,9771.0,24.072431633407245,"Middle(<95,000)"
80746,40.610554,-102.472203,75.0,60.3,-666666666.0,31011.0,25.0,33.333333333333336,
63017,38.647023,-90.53918,41262.0,49.0,111815.0,60602.0,1677.0,4.064272211720227,"High(<400,000)"
35906,33.943964,-86.06154,9811.0,38.5,50929.0,30348.0,1126.0,11.476913668331465,"Middle(<95,000)"
50069,41.53106,-94.00842,1061.0,35.8,68125.0,30882.0,34.0,3.2045240339302543,"Middle(<95,000)"
50682,42.459398,-91.71229,1897.0,39.4,73468.0,29960.0,117.0,6.167633104902477,"Middle(<95,000)"
27967,36.234231,-76.94686,174.0,58.9,27917.0,23513.0,43.0,24.71264367816092,"Low(<35,000)"
41824,37.194426,-82.88714,1186.0,48.5,25882.0,17571.0,391.0,32.96795952782462,"Low(<35,000)"
42782,37.349798,-85.64536,968.0,45.4,34875.0,21267.0,139.0,14.359504132231406,"Low(<35,000)"
23827,36.602472,-77.20851,1491.0,46.1,51625.0,24983.0,195.0,13.078470824949699,"Middle(<95,000)"
04451,45.548818,-68.20841,226.0,57.7,33750.0,23934.0,31.0,13.716814159292035,"Low(<35,000)"
05476,44.970417,-72.66316,3384.0,38.3,48179.0,23204.0,400.0,11.82033096926714,"Middle(<95,000)"
76377,34.011464,-98.22961,555.0,54.1,36029.0,20890.0,87.0,15.675675675675675,"Middle(<95,000)"
76437,32.39492,-98.99444,5818.0,40.8,45536.0,28272.0,454.0,7.8033688552767275,"Middle(<95,000)"
78621,30.338279,-97.36611,23936.0,37.3,72500.0,26783.0,2493.0,10.415274064171124,"Middle(<95,000)"
79322,33.653787,-101.22866,2022.0,40.3,38710.0,20728.0,568.0,28.090999010880317,"Middle(<95,000)"
59860,47.696131,-114.16094,10504.0,45.8,48813.0,27463.0,1547.0,14.727722772277227,"Middle(<95,000)"
60949,40.375602,-88.11524,488.0,38.7,54250.0,27515.0,88.0,18.0327868852459,"Middle(<95,000)"
62275,38.812744,-89.54888,3824.0,40.3,77830.0,30061.0,204.0,5.334728033472803,"Middle(<95,000)"
63467,39.650045,-91.270502,32.0,63.5,-666666666.0,17466.0,0.0,0.0,
65016,38.575173,-91.90722,1508.0,45.6,71957.0,31491.0,23.0,1.5251989389920424,"Middle(<95,000)"
85713,32.194909,-110.9757,47272.0,36.2,36560.0,18035.0,11734.0,24.822304958537824,"Middle(<95,000)"
75141,32.644647,-96.71036,5782.0,31.7,35707.0,13833.0,1269.0,21.947423037011415,"Middle(<95,000)"
83522,46.041157,-116.38568,2291.0,37.9,50694.0,22537.0,126.0,5.4997817546922745,"Middle(<95,000)"
13489,43.453661,-75.52172,658.0,45.9,55982.0,26891.0,48.0,7.2948328267477205,"Middle(<95,000)"
15364,39.956204,-80.27779,752.0,46.3,80000.0,39494.0,74.0,9.840425531914894,"Middle(<95,000)"
16563,42.182748,-80.064915,1626.0,19.4,-666666666.0,3067.0,0.0,0.0,
30184,34.236128,-84.72539,6504.0,48.6,67066.0,31997.0,604.0,9.28659286592866,"Middle(<95,000)"
31326,32.293147,-81.23006,20933.0,36.3,67927.0,31350.0,2021.0,9.654612334591315,"Middle(<95,000)"
32694,29.789597,-82.1621,2023.0,33.4,47917.0,25146.0,358.0,17.696490360850223,"Middle(<95,000)"
33458,26.928035,-80.11803,58714.0,40.8,85811.0,50252.0,5007.0,8.527778723984058,"Middle(<95,000)"
21794,39.297519,-76.98377,2277.0,42.8,171250.0,74859.0,37.0,1.6249451032059727,"High(<400,000)"
21902,39.553014,-76.06542,215.0,56.4,-666666666.0,16331.0,65.0,30.232558139534884,
22469,38.093956,-76.64055,1738.0,54.3,54138.0,26686.0,295.0,16.973532796317606,"Middle(<95,000)"
08064,39.961921,-74.63687,206.0,76.2,-666666666.0,26274.0,0.0,0.0,
28518,34.911417,-77.77153,8912.0,35.8,52588.0,22484.0,1321.0,14.822710951526032,"Middle(<95,000)"
30009,33.844371,-84.47405,17371.0,40.6,105890.0,55695.0,864.0,4.973806919578608,"High(<400,000)"
12170,42.975154,-73.66576,4958.0,45.6,87530.0,37421.0,387.0,7.805566760790642,"Middle(<95,000)"
27514,35.915083,-79.02939,33208.0,23.7,78934.0,39952.0,4013.0,12.084437484943388,"Middle(<95,000)"
52057,42.484297,-91.45231,7826.0,45.2,58883.0,34297.0,890.0,11.372348581650908,"Middle(<95,000)"
52072,42.927724,-91.38723,309.0,34.4,66094.0,25750.0,3.0,0.970873786407767,"Middle(<95,000)"
36728,32.147166,-87.45675,214.0,57.3,19276.0,16234.0,42.0,19.626168224299064,"Low(<35,000)"
08026,39.833847,-74.96899,2163.0,44.9,85625.0,36613.0,74.0,3.4211742949607027,"Middle(<95,000)"
11040,40.742901,-73.67895,41592.0,44.4,129344.0,49247.0,1308.0,3.1448355452971724,"High(<400,000)"
11724,40.865731,-73.44645,3175.0,37.6,250001.0,99924.0,113.0,3.559055118110236,"High(<400,000)"
12180,42.731628,-73.66465,53464.0,33.8,55315.0,30271.0,9546.0,17.855005237168935,"Middle(<95,000)"
25647,37.793612,-81.98738,723.0,27.9,35536.0,17396.0,146.0,20.193637621023512,"Middle(<95,000)"
77856,31.049092,-96.44131,5246.0,42.6,50450.0,30067.0,442.0,8.425467022493327,"Middle(<95,000)"
81239,38.618553,-106.54811,83.0,68.8,-666666666.0,82271.0,0.0,0.0,
85745,32.242724,-111.0209,38777.0,38.5,54909.0,31818.0,6936.0,17.886891714160456,"Middle(<95,000)"
65254,39.235444,-92.84612,1917.0,44.3,57542.0,24968.0,124.0,6.4684402712571725,"Middle(<95,000)"
65658,36.557301,-93.64371,1223.0,62.5,50750.0,39045.0,185.0,15.126737530662306,"Middle(<95,000)"
67057,37.041728,-98.67631,262.0,48.3,39531.0,22462.0,39.0,14.885496183206106,"Middle(<95,000)"
68338,40.327793,-97.26389,347.0,55.6,52000.0,42157.0,12.0,3.4582132564841497,"Middle(<95,000)"
86403,34.483582,-114.33694,18104.0,50.1,50981.0,28971.0,2476.0,13.676535572249227,"Middle(<95,000)"
86438,34.805546,-114.14175,752.0,61.8,34213.0,29046.0,219.0,29.122340425531913,"Low(<35,000)"
88042,32.834372,-107.59761,253.0,68.2,-666666666.0,41824.0,47.0,18.57707509881423,
90405,34.009276,-118.47286,28156.0,40.2,95674.0,69542.0,2983.0,10.594544679641995,"High(<400,000)"
71971,34.299569,-94.03479,608.0,46.1,48113.0,17126.0,16.0,2.6315789473684212,"Middle(<95,000)"
72843,35.517382,-92.95354,2600.0,42.2,44778.0,27396.0,507.0,19.5,"Middle(<95,000)"
91901,32.823102,-116.73864,18162.0,40.2,88395.0,41928.0,1576.0,8.677458429688361,"Middle(<95,000)"
92111,32.804972,-117.16871,50693.0,35.6,74217.0,33111.0,6534.0,12.88935355966307,"Middle(<95,000)"
06043,41.771265,-72.43669,4911.0,46.3,105772.0,47361.0,233.0,4.744451231928324,"High(<400,000)"
07869,40.847649,-74.5748,25599.0,41.8,140841.0,63065.0,912.0,3.562639165592406,"High(<400,000)"
07871,41.035384,-74.63557,20136.0,43.3,137717.0,60875.0,449.0,2.2298371076678585,"High(<400,000)"
59450,47.530558,-110.57208,555.0,53.4,50000.0,29382.0,45.0,8.108108108108109,"Middle(<95,000)"
60476,41.570384,-87.60839,2550.0,43.5,64779.0,31359.0,241.0,9.450980392156863,"Middle(<95,000)"
52046,42.442226,-91.00932,2402.0,38.6,72045.0,32833.0,138.0,5.745212323064114,"Middle(<95,000)"
54011,44.718955,-92.46651,6915.0,41.0,79257.0,35777.0,393.0,5.683297180043384,"Middle(<95,000)"
37340,35.013853,-85.53107,655.0,37.4,54213.0,22096.0,56.0,8.549618320610687,"Middle(<95,000)"
37843,36.013728,-83.05351,4011.0,45.4,49398.0,25555.0,679.0,16.92844677137871,"Middle(<95,000)"
13478,43.141727,-75.57702,3009.0,46.5,61713.0,27138.0,283.0,9.405117979395149,"Middle(<95,000)"
21804,38.359332,-75.56931,40877.0,32.6,52638.0,27056.0,7240.0,17.71167160016635,"Middle(<95,000)"
22939,38.104457,-78.97416,6369.0,43.4,74750.0,34936.0,299.0,4.6946145391741245,"Middle(<95,000)"
42352,37.502836,-87.11162,1916.0,48.7,47059.0,23575.0,418.0,21.816283924843425,"Middle(<95,000)"
98860,47.458634,-119.13921,235.0,52.5,37500.0,30461.0,68.0,28.93617021276596,"Middle(<95,000)"
61001,42.472458,-90.12098,1074.0,54.4,72772.0,36138.0,138.0,12.849162011173185,"Middle(<95,000)"
43945,40.624307,-80.83872,3236.0,41.0,39485.0,19899.0,607.0,18.757725587144623,"Middle(<95,000)"
45362,40.28577,-84.63891,941.0,52.0,56898.0,27916.0,25.0,2.656748140276302,"Middle(<95,000)"
45449,39.664226,-84.24201,17561.0,37.8,46483.0,25178.0,2697.0,15.357895336256478,"Middle(<95,000)"
43340,40.547039,-83.49204,2101.0,34.1,65045.0,22335.0,285.0,13.564969062351262,"Middle(<95,000)"
34240,27.33458,-82.40894,11442.0,49.5,92000.0,49664.0,863.0,7.542387694459011,"Middle(<95,000)"
97455,43.960764,-122.91541,3175.0,36.0,79018.0,24996.0,294.0,9.259842519685039,"Middle(<95,000)"
97741,44.64079,-121.12506,12608.0,40.2,50417.0,24117.0,1973.0,15.648794416243655,"Middle(<95,000)"
